Date,FHKCX,Nikkei,Hang,BSE,VWO,IXIC,MSCI,NYA,CWI
2016-02-29,21.110001,16026.759766,19111.929688,23002,30.73,4557.950195,126.97,9559.530273,18.933332
2016-03-01,21.790001,16085.509766,19407.460938,23779.349609,31.85,4689.600098,129.01,9771,19.453333
2016-03-02,22.07,16746.550781,20003.490234,24242.980469,32.34,4703.419922,132.06,9837.589844,19.639999
2016-03-03,22.040001,16960.160156,19941.759766,24606.990234,32.689999,4707.419922,132.56,9907.969727,19.82
2016-03-04,22.42,17014.779297,20176.699219,24646.480469,33.41,4717.02002,134.14,9968.410156,20.053333
2016-03-08,22.139999,16783.150391,20011.580078,24659.230469,32.759998,4648.819824,133.34,9868.519531,19.793333
2016-03-09,22.01,16642.199219,19996.259766,24793.960938,32.970001,4674.379883,132.84,9924.80957,19.9
2016-03-10,22,16852.349609,19984.419922,24623.339844,32.889999,4662.160156,132.79,9918.070313,19.886667
2016-03-11,22.459999,16938.869141,20199.599609,24717.990234,33.610001,4748.470215,134.69,10104.19043,20.379999
2016-03-14,22.57,17233.75,20435.339844,24804.279297,33.419998,4750.279785,136.11,10074.269531,20.299999
2016-03-15,22.4,17117.070313,20288.769531,24551.169922,32.799999,4728.669922,134.7,10013.599609,20.073334
2016-03-16,22.440001,16974.449219,20257.699219,24682.480469,33.490002,4763.970215,134.82,10084.169922,20.326666
2016-03-17,22.870001,16936.380859,20503.810547,24677.369141,34.169998,4774.990234,136.79,10190.400391,20.546667
2016-03-18,23.15,16724.810547,20671.630859,24952.740234,34.400002,4795.649902,138.7,10223.429688,20.553333
2016-03-22,23.200001,17048.550781,20666.75,25330.490234,34.389999,4821.660156,138.88,10194.200195,20.540001
2016-03-23,23.049999,17000.980469,20615.230469,25337.560547,33.860001,4768.859863,138.23,10099.679688,20.266666
2016-03-29,22.969999,17103.529297,20366.300781,24900.460938,34.23,4846.620117,136.69,10190.410156,20.52
2016-03-30,23.370001,16878.960938,20803.390625,25338.580078,34.619999,4869.290039,139.74,10236.950195,20.653334
2016-03-31,23.440001,16758.669922,20776.699219,25341.859375,34.580002,4869.850098,140.14,10207.370117,20.540001
2016-04-01,23.25,16164.160156,20498.919922,25269.640625,34.68,4914.540039,138.22,10219.959961,20.353333
2016-04-05,23.040001,15732.820313,20177,24883.589844,33.57,4843.930176,136.83,10061.080078,19.9
2016-04-06,23.190001,15715.360352,20206.669922,24900.630859,34,4920.720215,136.25,10159.849609,20.18
2016-04-07,23.01,15749.839844,20266.050781,24685.419922,33.290001,4848.370117,136.52,10045.150391,19.906666
2016-04-08,23.18,15821.519531,20370.400391,24673.839844,33.869999,4850.689941,137.14,10119.69043,20.293333
2016-04-11,23.41,15751.129883,20440.810547,25022.160156,34.32,4833.399902,138,10114.580078,20.34
2016-04-12,23.549999,15928.790039,20504.439453,25145.589844,34.849998,4872.089844,138.32,10238.69043,20.66
2016-04-13,23.950001,16381.219727,21158.710938,25626.75,35.5,4947.419922,141.88,10359.509766,20.973333
2016-04-18,23.879999,16275.950195,21161.5,25816.359375,35.23,4960.02002,141.33,10424.929688,21.1
2016-04-20,23.6,16906.539063,21236.310547,25844.179688,35.540001,4948.129883,140.66,10527.790039,21.453333
2016-04-21,23.59,17363.619141,21622.25,25880.380859,35.150002,4945.890137,142.23,10454.820313,21.286667
2016-04-22,23.540001,17572.490234,21467.039063,25838.140625,35.02,4906.22998,141.32,10511,21.280001
2016-04-25,23.4,17439.300781,21304.439453,25678.929688,34.740002,4895.790039,140.45,10465.650391,21.173334
2016-04-26,23.379999,17353.279297,21407.269531,26007.300781,35.150002,4888.279785,140.74,10522.580078,21.273333
2016-04-27,23.360001,17290.490234,21361.599609,26064.119141,35.360001,4863.140137,140.24,10571.830078,21.306667
2016-04-28,23.23,16666.050781,21388.029297,25603.099609,35,4805.290039,139.9,10480.450195,21.073334
2016-05-06,22.52,16106.719727,20109.869141,25228.5,33.470001,4736.160156,132.72,10308.830078,20.446667
2016-05-09,22.33,16216.030273,20156.810547,25688.859375,32.959999,4750.209961,132.65,10291.589844,20.366667
2016-05-10,22.469999,16565.189453,20242.679688,25772.529297,33.619999,4809.879883,132.99,10424.110352,20.68
2016-05-11,22.440001,16579.009766,20055.289063,25597.019531,33.52,4760.689941,132.35,10332.240234,20.533333
2016-05-12,22.32,16646.339844,19915.460938,25790.220703,33.459999,4737.330078,131.66,10334.379883,20.540001
2016-05-13,22.08,16412.210938,19719.289063,25489.570313,32.860001,4717.680176,130.28,10228.05957,20.273333
2016-05-16,22.299999,16466.400391,19883.949219,25653.230469,33.240002,4775.459961,131.15,10332.469727,20.513334
2016-05-17,22.25,16652.800781,20118.800781,25773.609375,33.099998,4715.72998,132.58,10257.610352,20.379999
2016-05-18,22.17,16644.689453,19826.410156,25704.609375,32.84,4739.120117,131.32,10239.650391,20.353333
2016-05-19,21.940001,16646.660156,19694.330078,25399.720703,32.439999,4712.529785,129.98,10192.480469,20.206667
2016-05-20,22.1,16736.349609,19852.199219,25301.900391,32.799999,4769.560059,130.98,10250.490234,20.373333
2016-05-23,22.200001,16654.599609,19809.029297,25230.359375,32.73,4765.779785,132.03,10226.55957,20.306667
2016-05-24,22.4,16498.759766,19830.429688,25305.470703,33.119999,4861.060059,131.93,10353.55957,20.573334
2016-05-25,22.450001,16757.349609,20368.050781,25881.169922,33.5,4894.890137,134.3,10446.580078,20.786667
2016-05-26,22.51,16772.460938,20397.109375,26366.679688,33.720001,4901.77002,134.55,10439.610352,20.860001
2016-05-27,22.68,16834.839844,20576.769531,26653.599609,33.709999,4933.5,136.12,10469.519531,20.82
2016-05-31,22.950001,17234.980469,20815.089844,26667.960938,33.799999,4948.049805,137.58,10441,20.766666
2016-06-01,22.959999,16955.730469,20760.980469,26713.929688,33.77,4952.25,137.15,10454.929688,20.753334
2016-06-02,23.02,16562.550781,20859.220703,26843.140625,34.040001,4971.359863,137.33,10487.580078,20.773333
2016-06-03,23.17,16642.230469,20947.240234,26843.029297,34.57,4942.52002,137.74,10487.94043,20.98
2016-06-06,23.34,16580.029297,21030.220703,26777.449219,34.860001,4968.709961,138.77,10554.820313,21.106667
2016-06-07,23.559999,16675.449219,21328.240234,27009.669922,35.200001,4961.75,140.39,10599.219727,21.286667
2016-06-08,23.43,16830.919922,21297.880859,27020.660156,35.490002,4974.640137,140.38,10638.360352,21.366667
2016-06-10,22.959999,16601.359375,21042.640625,26635.75,34.200001,4894.549805,138.73,10446.099609,20.546667
2016-06-13,22.549999,16019.179688,20512.990234,26396.769531,33.77,4848.439941,135.5,10349.169922,20.253334
2016-06-14,22.58,15859,20387.529297,26395.710938,33.450001,4843.549805,135.41,10294.589844,20
2016-06-15,22.799999,15919.580078,20467.519531,26726.339844,33.759998,4834.930176,135.99,10297.160156,20.139999
2016-06-16,22.620001,15434.139648,20038.419922,26525.460938,33.68,4844.919922,133.95,10322.839844,20.126667
2016-06-17,22.58,15599.660156,20169.980469,26625.910156,33.830002,4800.339844,134.58,10347.94043,19.953333
2016-06-20,22.82,15965.299805,20510.199219,26866.919922,34.32,4837.209961,136.35,10450.030273,20.42
2016-06-21,22.92,16169.110352,20668.439453,26812.779297,34.580002,4843.759766,137.23,10490.780273,20.506666
2016-06-22,23.07,16065.719727,20795.119141,26765.650391,34.630001,4833.319824,138.02,10473.05957,20.513334
2016-06-23,23.27,16238.349609,20868.339844,27002.220703,35.490002,4910.040039,138.18,10641.169922,21.033333
2016-06-24,22.51,14952.019531,20259.130859,26397.710938,33.48,4707.97998,134.48,10183.509766,19.459999
2016-06-27,22.459999,15309.209961,20227.300781,26402.960938,33.130001,4594.439941,133.78,9973.540039,19.133333
2016-06-28,22.809999,15323.139648,20172.460938,26524.550781,34.080002,4691.870117,134.27,10161.160156,19.653334
2016-06-29,23.129999,15566.830078,20436.119141,26740.390625,34.880001,4779.25,136.02,10350.530273,20.026667
2016-06-30,23.450001,15575.919922,20794.369141,26999.720703,35.23,4842.669922,138.44,10489.759766,20.299999
2016-07-05,23.450001,15669.330078,20750.720703,27166.869141,34.790001,4822.899902,138.29,10409.540039,20
2016-07-07,23.549999,15276.240234,20706.919922,27201.490234,34.639999,4876.810059,137.8,10413.969727,19.913334
2016-07-08,23.75,15106.980469,20564.169922,27126.900391,35.41,4956.759766,137.27,10571.780273,20.200001
2016-07-11,23.969999,15708.820313,20880.5,27626.689453,35.700001,4988.640137,140,10627.200195,20.459999
2016-07-12,24.33,16095.650391,21224.740234,27808.140625,36.25,5022.819824,141.66,10726.790039,20.726667
2016-07-13,24.280001,16231.429688,21322.369141,27815.179688,36.189999,5005.72998,141.96,10734.200195,20.74
2016-07-14,24.469999,16385.890625,21561.060547,27942.109375,36.689999,5034.060059,143.13,10786.629883,20.913334
2016-07-15,24.51,16497.849609,21659.25,27836.5,36.560001,5029.589844,143.91,10773.120117,20.833334
2016-07-19,24.440001,16723.310547,21673.199219,27787.619141,36.560001,5036.370117,144.39,10758.540039,20.700001
2016-07-20,24.559999,16681.890625,21882.480469,27915.890625,36.75,5089.930176,145.16,10793.099609,20.873333
2016-07-21,24.629999,16810.220703,22000.490234,27710.519531,36.650002,5073.899902,145.81,10758.620117,20.786667
2016-07-22,24.639999,16627.25,21964.269531,27803.240234,36.889999,5100.160156,145.31,10805.040039,20.879999
2016-07-25,24.530001,16620.289063,21993.439453,28095.339844,36.59,5097.629883,145.3,10752.429688,20.813334
2016-07-26,24.809999,16383.040039,22129.730469,27976.519531,36.810001,5110.049805,146.23,10772.990234,20.906666
2016-07-27,24.74,16664.820313,22218.990234,28024.330078,36.860001,5139.810059,146.73,10739.769531,20.986666
2016-07-28,24.93,16476.839844,22174.339844,28208.619141,36.84,5154.97998,146.9,10744.160156,21.026667
2016-07-29,24.690001,16569.269531,21891.369141,28051.859375,37.040001,5162.129883,144.86,10785.509766,21.193333
2016-08-01,24.860001,16635.769531,22129.140625,28003.119141,36.900002,5184.200195,146.88,10730.200195,21.093334
2016-08-03,24.67,16083.110352,21739.119141,27697.509766,36.900002,5159.740234,144.54,10695.139648,20.953333
2016-08-04,24.75,16254.889648,21832.230469,27714.369141,37.080002,5166.25,145.1,10707.129883,21.073334
2016-08-05,25.07,16254.450195,22146.089844,28078.349609,37.490002,5221.120117,147.07,10782.870117,21.18
2016-08-08,25.26,16650.570313,22494.759766,28182.570313,37.73,5213.140137,148.92,10788.009766,21.26
2016-08-09,25.370001,16764.970703,22465.609375,28085.160156,37.98,5225.47998,149.06,10804.509766,21.440001
2016-08-10,25.42,16735.119141,22492.429688,27774.880859,37.889999,5204.580078,149.82,10774.980469,21.48
2016-08-12,25.719999,16919.919922,22766.910156,28152.400391,38.18,5232.890137,151.75,10822.410156,21.6
2016-08-16,25.9,16596.509766,22910.839844,28064.609375,38.400002,5227.109863,152.63,10809.740234,21.673334
2016-08-17,25.9,16745.640625,22799.779297,28005.369141,38.259998,5228.660156,151.89,10824.639648,21.666666
2016-08-18,25.959999,16486.009766,23023.160156,28123.439453,38.57,5240.149902,152.69,10863.009766,21.780001
2016-08-19,25.84,16545.820313,22937.220703,28077,38.34,5238.379883,151.79,10829.150391,21.633333
2016-08-22,25.66,16598.189453,22997.910156,27985.539063,37.860001,5244.600098,151.28,10815.919922,21.593334
2016-08-23,25.68,16497.359375,22998.929688,27990.210938,37.669998,5260.080078,151.5,10847.490234,21.653334
2016-08-24,25.459999,16597.300781,22820.779297,28059.939453,37.779999,5217.689941,150.41,10791.179688,21.58
2016-08-25,25.459999,16555.949219,22814.949219,27835.910156,37.77,5212.200195,150.81,10784.370117,21.52
2016-08-26,25.540001,16360.709961,22909.539063,27782.25,37.470001,5218.919922,151.45,10749.330078,21.379999
2016-08-29,25.530001,16737.490234,22821.339844,27902.660156,37.75,5232.330078,150.85,10811.349609,21.473333
2016-08-30,25.610001,16725.359375,23016.109375,28343.009766,37.689999,5222.990234,151.88,10797.540039,21.446667
2016-08-31,25.530001,16887.400391,22976.880859,28452.169922,37.330002,5213.220215,151.13,10764.75,21.346666
2016-09-01,25.629999,16926.839844,23162.339844,28423.480469,37.529999,5227.209961,151.39,10771.929688,21.493334
2016-09-02,25.889999,16925.679688,23266.699219,28532.109375,38.099998,5249.899902,152.19,10856.919922,21.753334
2016-09-06,26.559999,17081.980469,23787.679688,28978.019531,38.759998,5275.910156,156.79,10890.790039,21.98
2016-09-07,26.629999,17012.439453,23741.810547,28926.359375,38.709999,5283.930176,157.14,10890.179688,21.993334
2016-09-08,26.68,16958.769531,23919.339844,29045.279297,38.630001,5259.47998,157.74,10882.330078,21.926666
2016-09-09,26.209999,16965.759766,24099.699219,28797.25,37.41,5125.910156,157.07,10613.530273,21.433332
2016-09-12,26.219999,16672.919922,23290.599609,28353.539063,37.720001,5211.890137,152.71,10741.240234,21.593334
2016-09-14,25.85,16614.240234,23190.640625,28372.230469,36.470001,5173.77002,152.26,10511.400391,21.1
2016-09-15,26.290001,16405.009766,23335.589844,28412.890625,37.049999,5249.689941,153.12,10602.94043,21.32
2016-09-20,26.379999,16492.150391,23530.859375,28523.199219,37.119999,5241.350098,155.47,10560.25,21.273333
2016-09-21,26.709999,16807.619141,23669.900391,28507.419922,38.02,5295.180176,156.93,10708.370117,21.673334
2016-09-23,26.719999,16754.019531,23686.480469,28668.220703,37.689999,5305.75,157.99,10717.990234,21.686666
2016-09-26,26.209999,16544.560547,23317.919922,28294.279297,37.23,5257.490234,155.4,10624.879883,21.48
2016-09-27,26.52,16683.929688,23571.900391,28223.699219,37.619999,5305.709961,156.63,10665.339844,21.593334
2016-09-28,26.51,16465.400391,23619.650391,28292.810547,37.990002,5318.549805,156.83,10753.450195,21.799999
2016-09-29,26.41,16693.710938,23739.470703,27827.529297,37.360001,5269.149902,157.3,10643.519531,21.526667
2016-09-30,26.469999,16449.839844,23297.150391,27865.960938,37.630001,5312,154.94,10721.740234,21.653334
2016-10-03,26.559999,16598.669922,23584.429688,28243.289063,37.880001,5300.870117,156.55,10690.769531,21.633333
2016-10-04,26.559999,16735.650391,23689.439453,28334.550781,37.5,5289.660156,157.35,10629.150391,21.533333
2016-10-05,26.700001,16819.240234,23788.310547,28220.980469,38.07,5316.02002,157.66,10683.94043,21.693333
2016-10-06,26.82,16899.099609,23952.5,28106.210938,38.07,5306.850098,158.27,10675.740234,21.593334
2016-10-07,26.76,16860.089844,23851.820313,28061.140625,37.939999,5292.399902,157.55,10626.919922,21.48
2016-10-13,26.139999,16774.240234,23031.300781,27643.109375,37.220001,5213.330078,153.5,10522.94043,21.166666
2016-10-14,26.190001,16856.369141,23233.310547,27673.599609,37.32,5214.160156,154.11,10521.299805,21.200001
2016-10-17,25.870001,16900.119141,23037.539063,27529.970703,37.25,5199.819824,153.35,10492.860352,21.139999
2016-10-18,26.190001,16963.609375,23394.390625,28050.880859,37.91,5243.839844,155.33,10567.80957,21.426666
2016-10-19,26.23,16998.910156,23304.970703,27984.369141,38.110001,5246.410156,155.62,10600.919922,21.486666
2016-10-20,26.26,17235.5,23374.400391,28129.839844,38.060001,5241.830078,155.93,10597.360352,21.513334
2016-10-24,26.48,17234.419922,23604.080078,28179.080078,38.259998,5309.830078,157.07,10591.299805,21.513334
2016-10-25,26.51,17365.25,23565.109375,28091.419922,38.23,5283.399902,157.26,10550.19043,21.506666
2016-10-26,26.24,17391.839844,23325.429688,27836.509766,37.950001,5250.27002,155.89,10528.19043,21.373333
2016-10-27,26.02,17336.419922,23132.349609,27915.900391,37.66,5215.970215,154.58,10503.05957,21.34
2016-10-28,25.9,17446.410156,22954.810547,27941.509766,37.450001,5190.100098,153.86,10476.620117,21.313334
2016-11-01,25.73,17442.400391,23147.070313,27876.609375,37.470001,5153.580078,154.14,10414.049805,21.233334
2016-11-02,25.5,17134.679688,22810.5,27527.220703,37.040001,5105.569824,151.8,10334.5,21.059999
2016-11-04,25.32,16905.359375,22642.619141,27274.150391,36.560001,5046.370117,150.83,10289.349609,20.806667
2016-11-07,25.67,17177.210938,22801.400391,27458.990234,37.799999,5166.169922,152.17,10500.160156,21.206667
2016-11-08,25.74,17171.380859,22909.470703,27591.140625,37.98,5193.490234,152.98,10530.55957,21.273333
2016-11-09,25.639999,16251.540039,22415.189453,27252.529297,36.98,5251.069824,149.45,10643.410156,21.059999
2016-11-10,25.35,17344.419922,22839.109375,27517.679688,35.91,5208.799805,151.16,10683.410156,20.913334
2016-11-11,25.09,17374.789063,22531.089844,26818.820313,35.25,5237.109863,148.15,10652.240234,20.719999
2016-11-15,24.879999,17668.150391,22323.910156,26304.630859,35.740002,5275.620117,146.79,10745.509766,20.74
2016-11-16,24.84,17862.210938,22280.529297,26298.689453,35.450001,5294.580078,147.25,10699.429688,20.553333
2016-11-17,24.84,17862.630859,22262.880859,26227.619141,35.459999,5333.970215,147.64,10740.080078,20.686666
2016-11-18,24.83,17967.410156,22344.210938,26150.240234,35.380001,5321.509766,147.68,10709.509766,20.506666
2016-11-21,24.940001,18106.019531,22357.779297,25765.140625,35.73,5368.859863,148.06,10791.839844,20.700001
2016-11-22,25.16,18162.939453,22678.070313,25960.779297,36.119999,5386.350098,149.65,10820.179688,20.786667
2016-11-25,25.209999,18381.220703,22723.449219,26316.339844,35.959999,5398.919922,149.93,10878.089844,20.793333
2016-11-28,25.42,18356.890625,22830.570313,26350.169922,36.139999,5368.810059,151.07,10808.629883,20.76
2016-11-29,25.48,18307.039063,22737.070313,26394.009766,36.16,5379.919922,150.79,10817.700195,20.853333
2016-11-30,25.35,18308.480469,22789.769531,26652.810547,36.220001,5323.680176,150.94,10838.459961,20.833334
2016-12-01,25.25,18513.119141,22878.230469,26559.919922,35.810001,5251.109863,150.69,10828.990234,20.746666
2016-12-02,25.02,18426.080078,22564.820313,26230.660156,35.77,5255.649902,148.84,10838.580078,20.799999
2016-12-05,24.879999,18274.990234,22505.550781,26349.099609,36.009998,5308.890137,148.38,10910.900391,20.98
2016-12-06,24.99,18360.539063,22675.150391,26392.759766,36.16,5333,149.11,10970.780273,21.1
2016-12-07,25.27,18496.689453,22800.919922,26236.869141,36.700001,5393.759766,149.68,11114.610352,21.393333
2016-12-08,25.23,18765.470703,22861.839844,26694.279297,36.869999,5417.359863,150.94,11149.959961,21.42
2016-12-09,24.85,18996.369141,22760.980469,26747.179688,36.700001,5444.5,150.38,11191.790039,21.446667
2016-12-12,24.379999,19155.029297,22433.019531,26515.240234,36.400002,5412.540039,148.44,11177.280273,21.373333
2016-12-13,24.59,19250.519531,22446.699219,26697.820313,36.77,5463.830078,149.02,11237.169922,21.606667
2016-12-14,24.360001,19253.609375,22456.619141,26602.839844,35.709999,5436.669922,148.67,11098.669922,21.219999
2016-12-15,23.98,19273.789063,22059.400391,26519.070313,35.869999,5456.850098,146.32,11131.889648,21.193333
2016-12-16,23.860001,19401.150391,22020.75,26489.560547,35.650002,5437.160156,145.75,11125.219727,20.913334
2016-12-19,23.719999,19391.599609,21832.679688,26374.699219,35.41,5457.439941,144.5,11128.540039,20.879999
2016-12-20,23.58,19494.529297,21729.060547,26307.980469,35.299999,5483.939941,144.22,11172.19043,20.959999
2016-12-21,23.65,19444.490234,21809.800781,26242.380859,35.189999,5471.430176,144.26,11142.570313,20.926666
2016-12-22,23.4,19427.669922,21636.199219,25979.599609,34.860001,5447.419922,142.85,11114.139648,20.866667
2016-12-28,23.469999,19401.720703,21754.740234,26210.679688,35.419998,5438.560059,143.66,11058.879883,20.84
2016-12-29,23.68,19145.140625,21790.910156,26366.150391,35.970001,5432.089844,143.76,11074.330078,20.973333
2016-12-30,23.780001,19114.369141,22000.560547,26626.460938,35.779999,5383.120117,145.05,11056.900391,20.993334
2017-01-04,24.139999,19594.160156,22134.470703,26633.130859,36.5,5477,146.3,11246.540039,21.386667
2017-01-05,24.530001,19520.689453,22456.689453,26878.240234,36.880001,5487.939941,148.97,11247.69043,21.506666
2017-01-06,24.51,19454.330078,22503.009766,26759.230469,36.73,5521.060059,149,11237.620117,21.446667
2017-01-10,24.73,19301.439453,22744.849609,26899.560547,36.869999,5551.819824,150.73,11183.330078,21.459999
2017-01-11,24.860001,19364.669922,22935.349609,27140.410156,37.189999,5563.649902,151.37,11226.780273,21.633333
2017-01-12,24.83,19134.699219,22829.019531,27247.160156,37.279999,5547.490234,151.33,11204.150391,21.646667
2017-01-13,24.84,19287.279297,22937.380859,27238.060547,37.240002,5574.120117,151.76,11227.169922,21.726667
2017-01-17,24.93,18813.529297,22840.970703,27235.660156,37.200001,5538.72998,151.36,11196.290039,21.673334
2017-01-18,25.040001,18894.369141,23098.259766,27257.640625,37.060001,5555.649902,152.27,11196.099609,21.573334
2017-01-19,24.98,19072.25,23049.960938,27308.599609,36.959999,5540.080078,151.96,11148.849609,21.540001
2017-01-20,24.969999,19137.910156,22885.910156,27034.5,37.02,5555.330078,151.39,11192.790039,21.639999
2017-01-23,25.15,18891.029297,22898.519531,27117.339844,37.529999,5552.939941,152.42,11170.620117,21.719999
2017-01-24,25.440001,18787.990234,22949.859375,27375.580078,37.799999,5600.959961,153.28,11249.280273,21.813334
2017-01-25,25.59,19057.5,23049.119141,27708.140625,38.130001,5656.339844,153.84,11339.049805,22.033333
2017-01-27,25.450001,19467.400391,23360.779297,27882.460938,38.009998,5660.779785,154.58,11283.19043,21.926666
2017-02-01,25.52,19148.080078,23318.390625,28141.640625,37.919998,5642.649902,154.45,11207.240234,21.913334
2017-02-02,25.52,18914.580078,23184.519531,28226.609375,38.049999,5636.200195,154.01,11215.389648,21.940001
2017-02-03,25.52,18918.199219,23129.210938,28240.519531,38.290001,5666.77002,154.09,11310.740234,22.013334
2017-02-06,25.6,18976.710938,23348.240234,28439.279297,38.200001,5663.549805,155.66,11264.110352,21.886667
2017-02-07,25.58,18910.779297,23331.570313,28335.160156,38.060001,5674.220215,155.65,11243.379883,21.833334
2017-02-08,25.719999,19007.599609,23485.130859,28289.919922,38.360001,5682.450195,156.61,11251.799805,21.9
2017-02-09,25.950001,18907.669922,23525.140625,28329.699219,38.560001,5715.180176,157.3,11327.679688,22.006666
2017-02-10,25.969999,19378.929688,23574.980469,28334.25,38.91,5734.129883,157.78,11377.719727,22.08
2017-02-13,26.26,19459.150391,23710.980469,28351.619141,39.060001,5763.959961,158.91,11433.929688,22.153334
2017-02-14,26.27,19238.980469,23703.009766,28339.310547,39.119999,5782.569824,158.92,11468.870117,22.153334
2017-02-15,26.370001,19437.980469,23994.869141,28155.560547,39.41,5819.439941,160.51,11514.400391,22.253334
2017-02-16,26.49,19347.529297,24107.699219,28301.269531,39.299999,5814.899902,160.83,11504.19043,22.306667
2017-02-17,26.389999,19234.619141,24033.740234,28468.75,39.169998,5838.580078,160.25,11510.910156,22.166666
2017-02-21,26.59,19381.439453,23963.630859,28761.589844,39.490002,5865.950195,160.62,11578.25,22.293333
2017-02-22,26.959999,19379.869141,24201.960938,28864.710938,39.59,5860.629883,162.12,11550.179688,22.293333
2017-02-23,26.85,19371.460938,24114.859375,28892.970703,39.610001,5835.509766,161.79,11556.150391,22.379999
2017-02-27,26.58,19107.470703,23925.050781,28812.880859,39.029999,5861.899902,160.58,11558.349609,22.193333
2017-02-28,26.49,19118.990234,23740.730469,28743.320313,38.689999,5825.439941,159.9,11512.389648,22.086666
2017-03-01,26.719999,19393.539063,23776.490234,28984.490234,39.310001,5904.029785,160.03,11661.219727,22.326666
2017-03-02,26.459999,19564.800781,23728.070313,28839.789063,38.610001,5861.220215,159.76,11575.910156,22.146667
2017-03-03,26.379999,19469.169922,23552.720703,28832.449219,38.939999,5870.75,158.56,11598.370117,22.286667
2017-03-06,26.49,19379.140625,23596.279297,29048.189453,39,5849.180176,158.85,11547.790039,22.200001
2017-03-07,26.67,19344.150391,23681.070313,28999.560547,39.049999,5833.930176,159.71,11506.320313,22.173334
2017-03-08,26.709999,19254.029297,23782.269531,28901.939453,38.66,5837.549805,160.48,11448.209961,22.040001
2017-03-09,26.379999,19318.580078,23501.560547,28929.130859,38.330002,5838.810059,158.6,11457.639648,22.073334
2017-03-10,26.469999,19604.609375,23568.669922,28946.230469,38.650002,5861.72998,158.8,11500.759766,22.26
2017-03-14,26.84,19609.5,23827.949219,29442.630859,38.919998,5856.819824,160.85,11459.290039,22.233334
2017-03-15,27.08,19577.380859,23792.849609,29398.109375,39.830002,5900.049805,160.84,11590.30957,22.606667
2017-03-16,27.379999,19590.140625,24288.279297,29585.849609,40.099998,5900.759766,164.01,11600.240234,22.733334
2017-03-17,27.42,19521.589844,24309.929688,29648.990234,40.060001,5901,164.53,11589.009766,22.74
2017-03-21,27.43,19455.880859,24593.119141,29485.449219,39.959999,5793.830078,166.04,11420.429688,22.620001
2017-03-22,27.5,19041.380859,24320.410156,29167.679688,40.080002,5821.640137,164.64,11426.69043,22.66
2017-03-23,27.57,19085.310547,24327.699219,29332.160156,40.099998,5817.689941,165.07,11430.889648,22.68
2017-03-24,27.620001,19262.529297,24358.269531,29421.400391,40.209999,5828.740234,164.94,11418.889648,22.753334
2017-03-27,27.49,18985.589844,24193.699219,29237.150391,40.09,5840.370117,164.34,11414.330078,22.799999
2017-03-28,27.48,19202.869141,24345.869141,29409.519531,40.189999,5875.140137,165.22,11493.839844,22.866667
2017-03-29,27.48,19217.480469,24392.050781,29531.429688,40.25,5897.549805,165.24,11496.669922,22.879999
2017-03-30,27.51,19063.220703,24301.089844,29647.419922,40.02,5914.339844,164.42,11519.839844,22.786667
2017-03-31,27.440001,18909.259766,24111.589844,29620.5,39.720001,5911.740234,163.34,11492.849609,22.74
2017-04-03,27.76,18983.230469,24261.480469,29910.220703,40.029999,5894.680176,164.32,11463.910156,22.74
2017-04-05,27.969999,18861.269531,24400.800781,29974.240234,40.049999,5864.47998,165.71,11423.360352,22.646667
2017-04-06,27.889999,18597.060547,24273.720703,29927.339844,39.98,5878.950195,164.92,11457.290039,22.653334
2017-04-07,27.91,18664.630859,24267.300781,29706.609375,39.970001,5877.810059,164.75,11445.580078,22.620001
2017-04-10,27.860001,18797.880859,24262.179688,29575.740234,39.779999,5880.930176,164.89,11464.339844,22.6
2017-04-11,27.68,18747.869141,24088.460938,29788.349609,39.82,5866.77002,163.85,11473.620117,22.686666
2017-04-12,27.790001,18552.609375,24313.5,29643.480469,39.959999,5836.160156,164.88,11423.169922,22.666666
2017-04-13,27.799999,18426.839844,24261.660156,29461.449219,39.75,5805.149902,165.07,11324.530273,22.533333
2017-04-18,27.66,18418.589844,23924.539063,29319.099609,39.619999,5849.470215,163.38,11378.580078,22.546667
2017-04-19,27.610001,18432.199219,23825.880859,29336.570313,39.330002,5863.029785,162.6,11342.419922,22.440001
2017-04-20,27.93,18430.490234,24056.980469,29422.390625,39.740002,5916.779785,163.91,11426.910156,22.620001
2017-04-21,28.02,18620.75,24042.019531,29365.300781,39.700001,5910.52002,164.34,11389.129883,22.639999
2017-04-24,28.040001,18875.880859,24139.480469,29655.839844,40.16,5983.819824,164.93,11531.790039,23.133333
2017-04-25,28.469999,19079.330078,24455.939453,29943.240234,40.450001,6025.490234,167.3,11603.280273,23.293333
2017-04-26,28.43,19289.429688,24578.429688,30133.349609,40.299999,6025.22998,167.65,11592.910156,23.219999
2017-04-27,28.42,19251.869141,24698.480469,30029.740234,40.169998,6048.939941,167.9,11578.519531,23.193333
2017-04-28,28.370001,19196.740234,24615.130859,29918.400391,40.34,6047.609863,167.54,11536.080078,23.200001
2017-05-02,28.469999,19445.699219,24696.130859,29921.179688,40.700001,6095.370117,168.6,11551.299805,23.413334
2017-05-08,28.209999,19895.699219,24577.910156,29926.150391,39.959999,6102.660156,167.55,11595.259766,23.546667
2017-05-09,28.51,19843,24889.029297,29933.25,40.41,6120.589844,169.32,11567.519531,23.559999
2017-05-10,28.67,19900.089844,25015.419922,30248.169922,40.73,6129.140137,170.06,11598.990234,23.626667
