"","Date","FSMEX","VHT","DJSMDQ","FBT","IHI","NASDAQ","Russell2000","RYH","SP500","SPSIHE","XHE","XLV"
"1",2014-01-03,0.478812363268943,0.228408659806068,0.506925802154967,-0.56290399455925,0.455384067885767,-0.269720888569225,0.465578426207713,0.363862859377662,-0.0333020328278977,0.567211705181769,0.64741983888057,0.235523256218872
"2",2014-01-06,0.616251241340038,-0.407531004860129,0.527932062104775,-0.333447217260741,0.646972280422897,-0.442175974517944,-0.775424009121561,-0.33652767371688,-0.251492693317079,0.185789606460318,0.118454771822707,-0.417081040296452
"3",2014-01-07,1.1384268128821,1.15859887734624,1.13220912097116,1.77046010101538,1.07970475366308,0.955630043864453,0.908546361587348,1.024252774803,0.60633451825538,1.45348439779749,1.4755193789326,1.04845862820886
"4",2014-01-08,1.26201673239414,0.969975772017051,1.04630782498454,1.45885599451256,1.05765131873987,0.298834234105705,-0.0146900554883977,0.9960161347915,-0.0212231694765919,0.995837903089303,1.13417377648068,0.877271769617671
"5",2014-01-09,0.46239169729958,0.89304126373575,0.258854234289529,1.27140516302919,0.231189678424926,-0.226391555798067,0.0768642563968136,0.888894741724666,0.0348248734820089,0.70187197812821,0.829565102335605,0.745878093830044
"6",2014-01-10,1.29417821414433,0.635775182335685,0.864388765164037,2.02027212006231,0.857028657048886,0.443651954665647,0.532103902762504,0.494349528059423,0.230403036309479,0.69445251938518,0.532385596829954,0.388490681288012
"7",2014-01-13,-1.48431545152179,-0.790516990465484,-1.24608843037439,-2.11750110330673,-1.17242000343154,-1.48097159371741,-1.4217934620226,-1.08903285347743,-1.26559664896657,-1.46144853032606,-1.76001992465169,-0.814025015132014
"8",2014-01-14,1.61816367922052,1.33636465215448,1.15531688859498,4.23106163991873,1.09954508479335,1.68078998459471,1.32729226418054,1.4757462936335,1.075987627814,1.4991863506399,1.72208858401945,1.25366344628972
"9",2014-01-15,0.240481071392251,0.00955164017346632,0.38524868366423,0.18631759572969,0.457191153803116,0.75876150515235,0.678432424105857,-0.140452974993366,0.51528891343553,0.859052448339526,0.969104582017133,-0.0877784653239289
"10",2014-01-16,0.611948148555053,0.295588296267546,0.355464980262354,1.30772357803135,0.382844898261414,0.0903545791100413,0.151848542658239,0.271947185204802,-0.13480283593692,0.506395140012472,0.474830337033838,0.245576335963271
"11",2014-01-17,-0.372044001503369,-0.0380925636178198,-0.398089133098267,-0.0262462272062614,-0.496946876306481,-0.501645199621592,-0.401438117606734,-0.0438151157063693,-0.390278060394866,-0.598955870800033,-0.600156840165145,-0.105174416265097
"12",2014-01-21,0.848361375290274,0.617198948540398,0.200474316138788,2.23270175001851,0.228073911845161,0.66908835807773,0.621968766743919,0.402344641468844,0.276991242951219,0.497382809680502,0.400501171146939,0.57707252172694
"13",2014-01-22,-0.26434591127007,0.0378582251249426,-0.423162873441818,-0.463203341129059,-0.363089770751923,0.407149530566642,0.472639347768133,0.217988493140009,0.0574699765986786,-0.29699833854675,-0.137493933447042,0.0871529466929921
"14",2014-01-23,-0.770555150895325,-0.616964610047521,-1.05395175236254,0.231869223658698,-1.0342218065353,-0.570090397391532,-0.755414437568369,-0.734330604375177,-0.892932453982542,-0.91046449296126,-1.27132936782939,-0.69930703341754
"15",2014-01-24,-2.26608011924605,-2.41881418803072,-2.18324050740062,-3.69587201504968,-2.16116762691447,-2.17354716390012,-2.44084230901764,-2.11934243001419,-2.10964214964333,-2.28132015055493,-1.78941633276155,-2.37895117368057
"16",2014-01-27,-0.711949875892692,-1.00976204789358,-0.562780720308176,-2.18662105058565,-0.391455576351074,-1.08527632755706,-1.44377822478399,-0.882176933668966,-0.48882215903987,-1.1998643486919,-0.867822286379072,-0.811767791445206
"17",2014-01-28,0.929987568758461,1.3797410521998,1.00793013056606,1.85228440573066,0.751345427316075,0.350785206148352,0.92764560050469,1.12385990499959,0.612187539440168,0.871053446316949,0.441327294173188,1.33143744477424
"18",2014-01-29,-0.71038275911901,-0.839275920266047,-0.792475667934767,-0.564212923251173,-0.602689252588728,-1.14193909595208,-1.39694484346267,-0.672799141126301,-1.02617040053703,-0.813199511942742,-0.858480796360395,-0.915711578690548
"19",2014-01-30,1.4968274904966,1.75826279898859,1.4216589013186,2.86833629181684,1.27401150314483,1.75426668565262,1.49529355285578,1.94319424739415,1.12040442426675,1.49497552125677,1.60687138615625,1.80539714663333
"20",2014-01-31,-0.487409575824538,-0.831565434522563,-0.472901248597601,-1.49029727227177,-0.415048752048719,-0.467971612489926,-0.747059295591601,-0.539944669260528,-0.648628988702349,-0.297005926408644,-0.347697223576082,-0.871817638308947
"21",2014-02-03,-2.72407001294841,-2.3181482585291,-2.68308207161283,-3.43323481192339,-2.81190798347222,-2.63987767492235,-3.2625407282497,-2.63492610191864,-2.30966046034604,-3.17300969180483,-3.30478024466117,-1.98526281896987
"22",2014-02-04,0.361971726476495,0.988834349777346,0.272138657786236,0.698875041919589,0.339447355776912,0.860941860813114,0.751795214163753,0.81677649122458,0.761204338333066,0.297000409931059,0.372635517333197,0.979512611664557
"23",2014-02-05,0.0277949139542599,-0.582224969152545,0.652022555044773,-0.946706639953998,0.577689763968969,-0.496576851004704,-0.842280880527646,-0.280578541852972,-0.203028211002909,0.3669255173957,0.609192735787989,-0.561141836969536
"24",2014-02-06,0.332868532059605,0.40495487612997,0.425286258871793,-0.359069575131254,0.487885176580871,1.12956786172003,0.941075777937428,0.361893990329509,1.23630544156672,-0.0434302871283876,-0.25116544037056,0.561141836969536
