Date,FIVLX,MSCI_Val,CAC40,FTSE 100,NIKKEI,MSCI_Europe
2018-01-04,9.29,3131.017,5413.689941,7695.88265858,23506.330078,1827.31
2018-01-05,9.34,3147.554,5470.75,7724.21808587,23714.529297,1838.21
2018-01-09,9.35,3155.338,5523.939941,7731.02010127,23849.990234,1834.99
2018-01-10,9.39,3177.058,5504.680176,7748.51184481,23788.199219,1836.76
2018-01-11,9.47,3184.733,5488.549805,7762.94126798,23710.429688,1840.58
2018-01-12,9.56,3208.401,5517.060059,7778.63768913,23653.820313,1861.26
2018-01-16,9.55,3234.374,5513.819824,7755.93144118,23951.810547,1873.24
2018-01-17,9.57,3229.219,5493.990234,7725.43207589,23868.339844,1873.11
2018-01-18,9.55,3224.643,5494.830078,7700.9634843,23763.369141,1876.22
2018-01-19,9.59,3233.923,5526.509766,7730.78791892,23808.060547,1883.86
2018-01-22,9.66,3250.823,5541.990234,7715.44153376,23816.330078,1894.07
2018-01-23,9.69,3268.408,5535.259766,7731.82777398,24124.150391,1903.36
2018-01-24,9.72,3286.11,5495.160156,7643.42896565,23940.779297,1907.26
2018-01-25,9.69,3299.163,5481.209961,7615.8399543,23669.490234,1915.23
2018-01-26,9.76,3290.045,5529.149902,7665.54129155,23631.880859,1913.88
2018-01-29,9.69,3272.434,5521.589844,7671.53329973,23629.339844,1898.71
2018-01-30,9.6,3247.491,5473.779785,7587.98262022,23291.970703,1889.78
2018-01-31,9.57,3236.18,5481.930176,7533.55200662,23098.289063,1892.98
2018-02-01,9.62,3240.894,5454.549805,7490.39237935,23486.109375,1884.41
2018-02-02,9.42,3199.254,5364.97998,7443.42759606,23274.529297,1853.73
2018-02-05,9.06,3148.222,5285.830078,7334.98160051,22682.080078,1822.53
2018-02-06,9.19,3046.599,5161.810059,7141.39546591,21610.240234,1767.17
2018-02-07,9.12,3075.103,5255.899902,7279.42068421,21645.369141,1794.12
2018-02-08,8.87,3051.08,5151.680176,7170.68629909,21890.859375,1760.52
2018-02-09,8.93,3002.553,5079.209961,7092.43284449,21382.619141,1733.31
2018-02-13,8.99,3028.94,5109.240234,7168.00743378,21244.679688,1758.39
2018-02-14,9.14,3054.787,5165.259766,7213.97107692,21154.169922,1783.97
2018-02-15,9.21,3084.922,5222.52002,7234.80796477,21464.980469,1803.23
2018-02-16,9.21,3109.735,5281.580078,7294.7044815,21720.25,1818.27
2018-02-20,9.16,3094.91,5289.859863,7246.76933953,21925.099609,1802.23
2018-02-21,9.08,3086.866,5302.169922,7281.57152891,21970.810547,1802.1
2018-02-22,9.13,3080.602,5309.22998,7252.3924887,21736.439453,1798.81
2018-02-23,9.19,3094.001,5317.370117,7244.41365322,21892.779297,1799.25
2018-02-26,9.25,3110.239,5344.259766,7289.58437336,22153.630859,1807.09
2018-02-27,9.15,3102.561,5343.930176,7282.45216289,22389.859375,1796.53
2018-02-28,9.04,3073.776,5320.490234,7231.91258245,22068.240234,1777.75
2018-03-01,8.94,3033.033,5262.560059,7175.63550578,21724.470703,1753.1
2018-03-02,8.94,3004.848,5136.580078,7069.89755019,21181.640625,1734.6
2018-03-05,8.98,3011.017,5167.22998,7115.98116057,21042.089844,1755.13
2018-03-06,9.02,3033.679,5170.22998,7146.74536574,21417.759766,1767.6
2018-03-07,9.03,3029.609,5187.830078,7157.84069157,21252.720703,1773.64
2018-03-08,9.04,3035.092,5254.100098,7203.23896504,21368.070313,1781.11
2018-03-09,9.09,3035.573,5274.399902,7224.51356184,21469.199219,1787.07
2018-03-12,9.12,3060.977,5276.709961,7214.75501977,21824.029297,1791.49
2018-03-13,9.06,3055.373,5242.790039,7138.77585339,21968.099609,1784.95
2018-03-14,9.06,3040.539,5233.359863,7132.69468075,21777.289063,1777.04
2018-03-15,9.06,3041.297,5267.259766,7139.762112,21803.949219,1780.47
2018-03-16,9.07,3041.374,5282.75,7164.14140881,21676.509766,1779.14
2018-03-19,8.95,3018.309,5222.839844,7042.93273167,21480.900391,1766.61
2018-03-20,8.96,3017.052,5252.430176,7061.27297956,21380.970703,1767.56
2018-03-22,8.8,2995.963,5167.209961,6952.5864268,21591.990234,1743.07
2018-03-23,8.71,2961.144,5095.220215,6921.94294277,20617.859375,1734.29
2018-03-26,8.87,2962.669,5066.279785,6888.68889959,20766.099609,1733.83
2018-03-27,8.81,2992.242,5115.740234,7000.13904086,21317.320313,1748.24
2018-03-28,8.85,2980.067,5130.439941,7044.74019464,21031.310547,1750.57
2018-03-29,8.91,2979.823,5167.299805,7056.60962851,21159.080078,1750.54
2018-04-03,8.84,2963.987,5152.120117,7030.45756822,21292.289063,1738.71
2018-04-04,8.86,2965.257,5141.799805,7034.01204548,21319.550781,1734.92
2018-04-05,8.94,3001.654,5276.669922,7199.49972026,21645.419922,1766.64
2018-04-06,8.87,2999.287,5258.240234,7183.63880387,21567.519531,1765.12
2018-04-09,8.96,3015.39,5263.390137,7194.75088129,21678.259766,1774.59
2018-04-10,9.06,3047.653,5307.560059,7266.74851517,21794.320313,1795.21
2018-04-11,9.02,3046.288,5277.939941,7257.14259553,21687.099609,1789.58
2018-04-12,9.05,3041.81,5309.220215,7258.33745084,21660.279297,1791.51
2018-04-13,9.06,3051.469,5315.02002,7264.56223649,21778.740234,1794.59
2018-04-16,9.08,3053.093,5312.959961,7198.19749173,21835.529297,1793.16
2018-04-17,9.11,3061.403,5353.540039,7226.05387017,21847.589844,1804.64
2018-04-18,9.15,3082.274,5380.169922,7317.33840525,22158.199219,1814.82
2018-04-19,9.14,3089.273,5391.640137,7328.91878443,22191.179688,1813.27
2018-04-20,9.1,3072.204,5412.830078,7368.16798018,22162.240234,1800.48
2018-04-23,9.1,3070.512,5438.549805,7398.87342283,22088.039063,1798.02
2018-04-24,9.07,3075.539,5444.160156,7425.40163368,22278.119141,1797.46
2018-04-25,9.05,3049.76,5413.299805,7379.32454079,22215.320313,1777.76
2018-04-26,9.08,3052.911,5453.580078,7421.42596152,22319.609375,1785.44
2018-04-27,9.09,3058.781,5483.189941,7502.21322632,22467.869141,1788.36
2018-05-02,9,3042.403,5529.220215,7543.1983357,22472.779297,1779.15
2018-05-08,9.02,3030.341,5521.930176,7565.75046987,22508.689453,1775.11
2018-05-09,9.04,3043.594,5534.629883,7662.52323493,22408.880859,1786.99
2018-05-10,9.11,3047.822,5545.950195,7700.96686677,22497.179688,1788.53
2018-05-11,9.15,3071.036,5541.939941,7724.55032307,22758.480469,1800.06
2018-05-14,9.16,3077.987,5540.680176,7710.98372386,22865.859375,1804.1
2018-05-15,9.11,3054.227,5553.160156,7722.97522249,22818.019531,1789.27
2018-05-16,9.08,3034.621,5567.540039,7734.20000718,22717.230469,1781.41
2018-05-17,9.11,3048.146,5621.919922,7787.97079564,22838.369141,1793.68
2018-05-18,9.09,3039.819,5614.509766,7778.79308912,22930.359375,1785.56
2018-05-21,9.11,3034.295,5637.509766,7859.1683105,23002.369141,1788.38
2018-05-22,9.11,3045.948,5640.100098,7877.44554832,22960.339844,1796.15
2018-05-23,9,3004.491,5565.850098,7788.44283753,22689.740234,1765.11
2018-05-24,8.94,2985.014,5548.450195,7716.74312616,22437.009766,1757.96
2018-05-25,8.87,2961.735,5542.549805,7730.28243645,22450.789063,1749.62
2018-05-29,8.66,2904.705,5438.060059,7632.63670801,22358.429688,1707.66
2018-05-30,8.76,2906.429,5427.350098,7689.5689301,22018.519531,1719.79
2018-05-31,8.75,2905.588,5398.399902,7678.1962249,22201.820313,1717.22
2018-06-01,8.82,2920.254,5465.529785,7701.77017392,22171.349609,1732.33
2018-06-04,8.85,2948.8,5472.910156,7741.28653474,22475.939453,1742.36
2018-06-05,8.82,2925.549,5460.950195,7686.79979229,22539.539063,1732.6
2018-06-06,8.88,2948.379,5457.560059,7712.37254831,22625.730469,1748.57
2018-06-07,8.9,2961.821,5448.359863,7704.40253479,22823.259766,1751.16
2018-06-08,8.87,2941.691,5450.220215,7681.06785523,22694.5,1739.06
2018-06-11,8.95,2960.978,5473.910156,7737.43184896,22804.039063,1757.56
2018-06-12,8.9,2951.152,5453.370117,7703.80958637,22878.349609,1752.21
2018-06-13,8.89,2945.833,5452.72998,7703.71269013,22966.380859,1753.04
2018-06-14,8.86,2944.714,5528.459961,7765.79063206,22738.609375,1756.26
2018-06-15,8.78,2912.85,5501.879883,7633.91245166,22851.75,1734.02
2018-06-18,8.73,2892.155,5450.47998,7631.32876499,22680.330078,1719.29
2018-06-19,8.65,2866.854,5390.629883,7603.84511893,22278.480469,1700.17
2018-06-20,8.67,2876.288,5372.310059,7627.40460567,22555.429688,1706.55
2018-06-21,8.61,2859.631,5316.009766,7556.44267668,22693.039063,1695.67
2018-06-22,8.73,2890.155,5387.379883,7682.26805801,22516.830078,1721.16
2018-06-25,8.6,2852.812,5283.859863,7509.83621317,22338.150391,1689.65
2018-06-26,8.6,2853.671,5281.290039,7537.9228388,22342,1688.19
2018-06-27,8.57,2849.136,5327.200195,7621.68958938,22271.769531,1691.08
2018-06-28,8.57,2837.89,5275.640137,7615.62550638,22270.390625,1675.74
2018-06-29,8.64,2862.149,5323.529785,7636.92684675,22304.509766,1702.61
2018-07-02,8.55,2821.324,5276.759766,7547.84522539,21811.929688,1678.76
2018-07-03,8.6,2845.784,5316.77002,7593.29496125,21785.539063,1698.7
2018-07-05,8.67,2870.303,5366.319824,7603.21994595,21546.990234,1714.88
2018-07-06,8.71,2889.909,5375.77002,7617.69593247,21788.140625,1726.31
2018-07-09,8.79,2910.938,5398.109863,7687.98851536,22052.179688,1737
2018-07-10,8.8,2906.014,5434.359863,7692.03815473,22196.890625,1738.74
2018-07-11,8.63,2867.654,5353.930176,7591.95667983,21932.210938,1716.61
2018-07-12,8.69,2868.287,5405.899902,7651.32940107,22187.960938,1724.36
2018-07-13,8.71,2870.162,5429.200195,7661.86693317,22597.349609,1725.14
2018-07-16,8.71,2865.585,5409.430176,7600.45418631,22597.349609,1725.33
2018-07-17,8.71,2865.043,5422.540039,7626.32891712,22697.359375,1725.87
2018-07-18,8.71,2870.033,5447.439941,7676.27623044,22794.189453,1729.81
2018-07-19,8.68,2862.665,5417.069824,7683.96987328,22764.679688,1721.89
2018-07-20,8.72,2880.427,5398.319824,7678.79295442,22697.880859,1733.11
2018-07-23,8.72,2883.354,5378.25,7655.78821059,22396.990234,1729.6
2018-07-24,8.81,2911.705,5434.189941,7709.05132865,22510.480469,1744.49
2018-07-25,8.84,2904.981,5426.410156,7658.26085438,22614.25,1735.01
2018-07-26,8.82,2918.319,5480.549805,7663.17271887,22586.869141,1746.52
2018-07-27,8.87,2936.876,5511.759766,7701.31014691,22712.75,1752.54
2018-07-30,8.88,2945.122,5491.220215,7700.85211185,22544.839844,1756.22
2018-07-31,8.89,2942.244,5511.299805,7748.76432656,22553.720703,1758.44
2018-08-01,8.86,2928.56,5498.370117,7652.91350867,22746.699219,1745.73
2018-08-02,8.77,2887.906,5460.97998,7575.92646268,22512.529297,1722.51
2018-08-03,8.78,2894.302,5478.97998,7659.09975188,22525.179688,1730.84
2018-08-06,8.73,2882.879,5477.180176,7663.7782391,22507.320313,1723.82
2018-08-07,8.8,2912.3,5521.310059,7718.4849083,22662.740234,1737.3
2018-08-08,8.82,2913.104,5501.899902,7776.64777788,22644.310547,1735.58
2018-08-09,8.78,2900.363,5502.25,7741.76877137,22598.390625,1731.79
2018-08-10,8.6,2847.325,5414.680176,7667.00566843,22298.080078,1692.06
2018-08-13,8.54,2816.156,5412.319824,7642.44949541,21857.429688,1685.41
2018-08-14,8.53,2815.307,5403.410156,7611.64418341,22356.080078,1679.17
2018-08-15,8.39,2778.963,5305.220215,7497.87439142,22204.220703,1647.43
2018-08-16,8.45,2795.594,5349.02002,7556.3785419,22192.039063,1666.55
2018-08-17,8.51,2803.178,5344.930176,7558.58535397,22270.380859,1667.77
2018-08-20,8.57,2814.13,5379.649902,7591.26242505,22199,1680.78
2018-08-21,8.63,2826.539,5408.600098,7565.69554312,22219.730469,1697.26
2018-08-22,8.67,2843.361,5420.609863,7574.23717315,22362.550781,1708.18
2018-08-23,8.6,2821.962,5419.330078,7563.21800198,22410.820313,1701.6
2018-08-24,8.67,2833.237,5432.5,7577.48975902,22601.769531,1710.26
2018-08-28,8.75,2863.657,5484.990234,7617.22058055,22813.470703,1731.44
2018-08-29,8.8,2867.854,5501.330078,7563.21112011,22848.220703,1733.3
2018-08-30,8.73,2850.582,5478.060059,7516.03316033,22869.5,1722.65
2018-08-31,8.65,2825.209,5406.850098,7432.4199687,22865.150391,1704.61
2018-09-04,8.6,2794.425,5342.700195,7457.85816219,22696.900391,1683.05
2018-09-05,8.55,2782.299,5260.220215,7383.2767752,22580.830078,1674.56
2018-09-06,8.5,2768.989,5243.839844,7318.96117687,22487.939453,1665.45
2018-09-07,8.44,2753.026,5252.220215,7277.69893766,22307.060547,1660.16
2018-09-10,8.49,2764.685,5269.629883,7279.30196575,22373.089844,1670.35
2018-09-11,8.49,2763.338,5283.790039,7273.54219798,22664.689453,1666.63
2018-09-12,8.54,2778.24,5332.129883,7313.36288037,22604.609375,1679.97
2018-09-13,8.59,2794.387,5328.120117,7281.57089939,22821.320313,1685.57
2018-09-14,8.6,2806.198,5352.569824,7304.0445974,23094.669922,1690.03
2018-09-18,8.72,2837.578,5363.790039,7300.23242055,23420.539063,1698.88
2018-09-19,8.78,2858.019,5393.740234,7331.11996756,23672.519531,1700.77
2018-09-20,8.9,2886.802,5451.589844,7367.32305999,23674.929688,1725.05
2018-09-21,8.92,2908.697,5494.169922,7490.23011468,23869.929688,1734.81
2018-09-25,8.97,2915.667,5479.100098,7507.55807034,23940.259766,1736.51
2018-09-26,8.98,2908.434,5512.72998,7511.49031783,24033.789063,1736.31
2018-09-27,8.94,2896.465,5540.410156,7545.44228716,23796.740234,1732.74
2018-09-28,8.85,2872.907,5493.490234,7510.20051637,24120.039063,1709.28
2018-10-01,8.86,2862.854,5506.819824,7495.66739325,24245.759766,1708.01
2018-10-02,8.8,2854.352,5467.890137,7474.5456693,24270.619141,1695.28
2018-10-03,8.77,2848.083,5491.399902,7510.28025147,24110.960938,1701.3
2018-10-04,8.75,2843.18,5410.850098,7418.34243925,23975.619141,1680.83
2018-10-05,8.7,2824.445,5359.359863,7318.53932545,23783.720703,1665
2018-10-09,8.63,2797.851,5318.549805,7237.59269972,23469.390625,1645.1
2018-10-10,8.47,2804.443,5206.220215,7145.74236615,23506.039063,1628.28
2018-10-11,8.37,2740.201,5106.370117,7006.92728901,22590.859375,1599.48
2018-10-12,8.36,2728.406,5095.97998,6995.91340642,22694.660156,1595.8
2018-10-15,8.37,2729.473,5095.069824,7029.22077623,22271.300781,1602.03
2018-10-16,8.49,2751.906,5173.049805,7059.40128127,22549.240234,1625.2
2018-10-17,8.43,2751.39,5144.950195,7054.60481157,22841.119141,1611.66
2018-10-18,8.3,2736.08,5116.790039,7026.98816795,22658.160156,1597.71
2018-10-19,8.33,2733.361,5084.660156,7049.79786855,22532.080078,1597.72
2018-10-22,8.24,2716.661,5053.310059,7042.79771111,22614.820313,1587.28
2018-10-23,8.13,2674.578,4967.689941,6955.21482112,22010.779297,1562.2
2018-10-24,7.89,2654.318,4953.089844,6962.98029558,22091.179688,1549.47
2018-10-25,7.99,2634.255,5032.299805,7004.09843065,21268.730469,1555.17
2018-10-26,7.94,2627.309,4967.370117,6939.5560788,21184.599609,1542.44
2018-10-29,7.95,2644.572,4989.350098,7026.32027729,21149.800781,1558.19
2018-10-30,8.03,2646.643,4978.529785,7035.8514814,21457.289063,1555.01
2018-10-31,8.13,2679.145,5093.439941,7128.10490753,21920.460938,1577.24
2018-11-01,8.22,2692.783,5085.779785,7114.65725337,21687.650391,1592.47
2018-11-02,8.18,2698.195,5102.129883,7094.12249998,22243.660156,1593.93
2018-11-05,8.19,2698.293,5101.390137,7103.84358279,21898.990234,1595.34
2018-11-06,8.21,2705.854,5075.189941,7040.67885013,22147.75,1592.46
2018-11-07,8.32,2730.027,5137.939941,7117.28151037,22085.800781,1616.48
2018-11-08,8.25,2740.23,5131.450195,7140.6788117,22486.919922,1613.18
2018-11-09,8.19,2715.88,5106.75,7105.33775061,22250.25,1597.5
2018-11-12,8.05,2684.29,5059.089844,7053.08049854,22269.880859,1568.26
2018-11-13,8.05,2678.888,5101.850098,7053.75937558,21810.519531,1583.04
2018-11-14,8.05,2670.862,5068.850098,7033.79149249,21846.480469,1577.79
2018-11-15,8.05,2657.311,5033.620117,7038.01205219,21803.619141,1563.85
2018-11-16,8.05,2667.023,5025.200195,7013.87974393,21680.339844,1571.48
2018-11-19,8.02,2669.769,4985.450195,7000.8922948,21821.160156,1567.73
2018-11-20,7.86,2642.029,4924.890137,6947.91647096,21583.119141,1544.24
2018-11-21,7.95,2650.193,4975.5,7050.22753536,21507.539063,1559.82
2018-11-26,7.98,2657.498,4994.97998,7035.99953869,21812,1565.84
2018-11-27,7.95,2651.546,4983.149902,7016.84856227,21952.400391,1555.13
2018-11-28,8.05,2649.15,4983.240234,7004.5229468,22177.019531,1553.28
2018-11-29,8.02,2671.987,5006.25,7038.94693705,22262.599609,1571.09
2018-11-30,7.99,2656.156,5003.919922,6980.23749935,22351.060547,1559.72
2018-12-03,8.09,2689.376,5053.97998,7062.41378515,22574.759766,1579.4
2018-12-04,7.87,2660.021,5012.660156,7022.7627602,22036.050781,1568.05
2018-12-06,7.74,2574.659,4780.459961,6704.04500845,21501.619141,1505.43
2018-12-07,7.43,2588.445,4813.129883,6778.10607449,21678.679688,1516.48
2018-12-10,7.35,2534.53,4742.379883,6721.53696183,21219.5,1486.19
2018-12-11,7.35,2541.603,4806.200195,6806.93576082,21148.019531,1501.99
2018-12-12,7.5,2592.71,4909.450195,6880.18882361,21602.75,1532.8
2018-12-13,7.5,2593.237,4896.919922,6877.4993782,21816.189453,1528.12
2018-12-14,7.4,2567.044,4853.700195,6845.16528561,21374.830078,1511.83
2018-12-17,7.32,2562.132,4799.870117,6773.24305417,21506.880859,1499.76
2018-12-18,7.31,2536.989,4754.080078,6701.58589454,21115.449219,1490.4
2018-12-19,7.25,2552.692,4777.450195,6765.93969853,20987.919922,1502.39
2018-12-20,7.22,2515.519,4692.459961,6711.93364336,20392.580078,1480.24
2018-12-21,7.09,2502.76,4694.379883,6721.17441015,20166.189453,1480.01
2018-12-27,7.17,2471.916,4598.609863,6584.67512589,20077.619141,1447.41
2018-12-28,7.24,2513.177,4678.740234,6733.97391374,20014.769531,1480.57
