Date,SPHIX,MLUHYCL(PI),LHMUN1Y(P),FMNDX,FBNDX,LBUSTRUU.Index.x,FCSTX,LMBITR.Index,LFRAMBS(P),FMSFX
12/13/18,8.84,75.53,104.44,10.03,7.92,103.524872,10.67,107.28615,100.693,10.87
12/14/18,8.83,75.469,104.43,10.03,7.94,103.743512,10.67,107.32069,100.748,10.88
12/17/18,8.83,75.38,104.41,10.03,7.93,103.584013,10.66,107.30915,100.846,10.89
12/18/18,8.82,75.297,104.41,10.03,7.93,103.629266,10.66,107.32724,100.797,10.87
12/19/18,8.83,75.303,104.4,10.03,7.92,103.402561,10.67,107.3792,100.712,10.88
12/20/18,8.82,75.159,104.38,10.03,7.94,103.484568,10.67,107.39886,100.727,10.89
12/21/18,8.82,75.122,104.34,10.03,7.93,103.187737,10.67,107.40621,100.568,10.89
12/24/18,8.83,75.141,104.27,10.04,7.94,103.251868,10.67,107.45858,100.396,10.89
12/27/18,8.82,75.026,104.24,10.04,7.93,103.099788,10.67,107.47661,100.746,10.87
12/28/18,8.83,74.934,104.21,10.04,7.95,102.904409,10.67,107.4628,100.739,10.86
