Date,FWWFX,MSCI_world,NASDAQ,SP_500,CWI,DJI,DOV,NYA,XAX,ROP
2014-01-02,-0.009385990146272505,-0.009599899512665822,-0.008058070333561318,-0.008901413082297083,-0.020128233757253255,-0.008196212034098593,-0.013452447865563322,-0.011303723060388293,-0.009466753992776411,-0.0043358285214312176
2014-01-03,8.197131774503319e-4,5.043645872833125e-4,-0.0026972088856922483,-3.3302032827897676e-4,-0.001719733834852466,0.0017404719690290449,-3.149621644196188e-4,0.001297326334416482,-0.002382845706790704,0.0010856937195127259
2014-01-06,0,-0.002975169585782922,-0.004421759745179443,-0.0025149269331707913,-0.00258509407210461,-0.0027293224053117626,-0.006638281565348514,-0.0025983347834497295,-0.0024178315192475708,-0.004132029511672464
2014-01-07,0.006940219733020392,0.003946721412516396,0.009556300438644527,0.006063345182553803,0.004877344375894044,0.006423114603157032,0.0017956161734291598,0.005561913310186739,0.0020924438953944247,0.0019593533097319593
2014-01-08,0.0036548264033764433,0.001528282617296206,0.0029883423410570487,-2.1223169476591863e-4,-5.725164689369677e-4,-0.00413408366557988,-0.005927166810886675,-6.218372252657645e-4,-0.006210768901961927,0.0027512688392992146
2014-01-09,-4.0543280506710744e-4,-0.002305448550973921,-0.002263915557980667,3.482487348200891e-4,-0.0014329419171144053,-0.0010927885612304067,-0.0013810331162922296,4.6788006740783317e-4,-0.0018699046131702701,0.008853720169915924
2014-01-10,0.008077628571627304,0.005294607519817696,0.00443651954665647,0.002304030363094789,0.010271131958633717,-4.688905515237707e-4,0.003925523385540863,0.0043861435580865304,-8.626246750988997e-4,-0.0011471964627371989
2014-01-13,-0.012955646275264687,-0.005877878593349983,-0.014809715937174062,-0.012655966489665715,-0.007407384297022812,-0.01095654937664392,-0.013753583933493907,-0.011148409421101846,-0.014873297527884688,-0.010095333755271163
2014-01-14,0.010539132815793995,0.0038336302008836753,0.016807899845947105,0.010759876278140013,0.007974949587054248,0.007104750999566534,0.024077073241060454,0.008440140826973419,0.00616782869191379,0.012030531298377056
2014-01-15,0.0036224633543673335,0.004994378883811379,0.0075876150515235,0.0051528891343552985,0.003115736791707402,0.006579020536896962,0.009803032088683494,0.004082272287002198,0.0038145177178119383,0.00656638571429724
2014-01-16,-8.037781783225562e-4,-3.976694214493648e-4,9.03545791100413e-4,-0.0013480283593692022,-0.001981614194487058,-0.003947224628438661,-0.002701842039261493,-8.823183877346708e-4,0.006010051906538472,0.002060861275584358
2014-01-17,0.0012055054462623005,-0.0012180930513014943,-0.00501645199621592,-0.0039027806039486634,-0.001134122597220344,0.0025277616618488707,-0.010355241604290022,-0.0031632263460537047,-0.00164122823294921,-0.005838450315766686
2014-01-21,0.0052073419250775466,0.0014352049740882222,0.006690883580777296,0.002769912429512189,0.005093431956104233,-0.002684337936512904,0.00952242645779311,0.0021777297254956807,0.01761782896070585,0.013335458368077369
2014-01-22,0.0039871663666843915,0.0013549199207600893,0.004071495305666417,5.746997659867858e-4,2.8217863085000516e-4,-0.0025070090995757965,-0.0013549009274855806,2.777811419303333e-4,0.003127813170680227,-0.002681191277169148
2014-01-23,-0.009194508291761938,-0.006817268167183421,-0.005700903973915317,-0.008929324539825423,-0.009070342604512671,-0.010806768338168737,-0.01905614658076349,-0.009642351427553209,-0.0069547557717557495,-0.018108380060962048
2014-01-24,-0.029341958284015313,-0.01963468720459538,-0.021735471639001247,-0.021096421496433315,-0.025668344698625667,-0.019843193395136183,-0.040675874632759346,-0.023144372739942298,-0.02233092665927572,-0.024248481375127362
2014-01-27,-0.01039294326636453,-0.008339379694344728,-0.01085276327557061,-0.0048882215903987,-0.005566163525521972,-0.002599899417896623,-0.008672489393326543,-0.005304906316807134,-0.010659507602394314,-0.0019182092209160118
2014-01-28,0.015754845272413665,0.003998425857645316,0.0035078520614835185,0.006121875394401677,0.006734017689904448,0.00570916570234381,0.010442210511304673,0.008528526067939524,0.002247255460489761,0.016987975352262374
2014-01-29,-0.007846333874342193,-0.004777584343608865,-0.011419390959520825,-0.010261704005370298,-0.010855292320071541,-0.01198532905388383,-0.008991570797720172,-0.010376645119578143,-0.014776527360776726,-0.011317729234646912
2014-01-30,0.00990107057424483,0.002360540843797665,0.017542666856526168,0.011204044242667521,0.006175582044149586,0.006953453220541306,-0.0045823000647260415,0.00857212705042798,-0.0022981937136830055,0.01160816843814061
2014-01-31,-0.0074166387059517724,-0.005614627715614162,-0.004679716124899258,-0.006486289887023489,-0.012686421902034173,-0.009494385169395159,-0.030827643092187884,-0.008097432245961045,-0.003181779281924868,-0.003854402667628598
2014-02-03,-0.022162730248704854,-0.016742863618370407,-0.02639877674922353,-0.023096604603460413,-0.01918521074257118,-0.020987735018863418,-0.04247924496129585,-0.022941558131355677,-0.01205906041546001,-0.040445609592608456
2014-02-04,0.010515343999523363,-0.0012667697478327966,0.008609418608131136,0.007612043383330658,0.009338838560690732,0.004701179070826456,0.007924152502170934,0.007709162808692938,0.00471425290585703,0.001440555192353088
2014-02-05,-0.0016750003565477734,0.0015530028898593784,-0.004965768510047042,-0.0020302821100290913,0.0011986516089237398,-3.244091755707501e-4,-0.010096276632849843,-8.090751485880787e-4,-0.0056172846665525356,-5.305369318806541e-4
2014-02-06,0.012908736134474186,0.012840375340733345,0.011295678617200267,0.012363054415667207,0.017221342935798578,0.012121636340506114,-0.0016926256326543765,0.013285707931414592,0.009208644557404,0.006422674944458251
