"","Date","FIVFX","JFAMX","EEM","MOAT","GSPC","IXIC","EAFE","MSCIUSA","ASX200","CAC40","FGIRX","Hang","SP","N225"
"159",2015-09-24,15.98,18.1,32.470001,27.879999,1932.23999,4734.47998,1639.295,234.71,48,"4347.240234",24.360001,"21095.980469","25863.500000","17571.830078"
"160",2015-09-29,15.66,17.879999,31.860001,27.549999,1884.089966,4517.319824,1609.496,230.614,46.630001,"4343.729980",23.84,"20556.599609","25778.660156","16930.839844"
"161",2015-09-30,15.98,18.32,32.779999,27.93,1920.030029,4620.160156,1644.404,235.571,47.580002,"4455.290039",24.280001,"20846.300781","26154.830078","17388.150391"
"162",2015-10-05,16.530001,19.139999,34.57,28.719999,1987.050049,4781.259766,1702.144,243.961,48.740002,"4616.899902",25.139999,"21854.500000","26785.550781","18005.490234"
"163",2015-10-06,16.540001,19.280001,34.509998,28.67,1979.920044,4748.359863,1719.727,246.434,48.950001,"4660.640137",25.18,"21831.619141","26932.880859","18186.099609"
"164",2015-10-07,16.559999,19.68,35.43,28.99,1995.829956,4791.149902,1729.506,249.151,49.23,"4667.339844",25.4,"22515.759766","27035.849609","18322.980469"
"165",2015-10-08,16.67,19.870001,35.810001,29.440001,2013.430054,4810.790039,1733.561,249.522,49.389999,"4675.910156",25.66,"22354.910156","26845.810547","18141.169922"
"166",2015-10-09,16.690001,20.02,35.939999,29.59,2014.890015,4830.470215,1758.174,252.896,49.98,"4701.390137",25.67,"22458.800781","27079.509766","18438.669922"
"167",2015-10-13,16.540001,19.610001,35.09,29.25,2003.689941,4796.609863,1741.444,250.63,49.25,"4643.379883",25.43,"22600.460938","26846.529297","18234.740234"
"168",2015-10-14,16.549999,19.65,35.360001,29.049999,1994.23999,4782.850098,1731.713,249.333,49.200001,"4609.029785",25.32,"22439.910156","26779.660156","17891.000000"
"169",2015-10-15,16.780001,20.09,36.220001,29.52,2023.859985,4870.100098,1753.887,252.655,49.509998,"4675.290039",25.73,"22888.169922","27010.140625","18096.900391"
"170",2015-10-16,16.790001,20.09,36.25,29.469999,2033.109985,4886.689941,1763.182,253.659,49.990002,"4702.790039",25.82,"23067.369141","27214.599609","18291.800781"
"171",2015-10-19,16.82,20.030001,35.880001,29.469999,2033.660034,4905.470215,1754.607,252.708,49.84,"4704.069824",25.73,"23075.609375","27364.919922","18131.230469"
"172",2015-10-20,16.809999,19.940001,35.869999,29.59,2030.77002,4880.970215,1751.196,252.311,49.57,"4673.810059",25.719999,"22989.220703","27306.830078","18207.150391"
"173",2015-10-23,16.98,20.08,36.290001,30.25,2075.149902,5031.859863,1777.369,255.162,50.66,"4923.640137",26.219999,"23151.939453","27470.810547","18825.300781"
"174",2015-10-26,17,19.959999,35.959999,30.120001,2071.179932,5034.700195,1779.255,255.152,50.66,"4897.129883",26.120001,"23116.250000","27361.960938","18947.119141"
"175",2015-10-27,16.9,19.860001,35.549999,29.780001,2065.889893,5030.149902,1764.199,253.057,50.73,"4847.069824",25.9,"23142.730469","27253.439453","18777.039063"
"176",2015-10-28,16.99,19.85,35.139999,30.200001,2090.350098,5095.689941,1776.707,254.538,50.529999,"4890.580078",26.35,"22956.570313","27039.759766","18903.019531"
"177",2015-10-29,16.98,19.51,34.810001,30.23,2089.409912,5074.27002,1759.411,251.75,49.869999,"4885.819824",26.35,"22819.939453","26838.140625","18935.710938"
"178",2015-10-30,16.99,19.530001,34.869999,30.129999,2079.360107,5053.75,1771.658,252.893,49.650002,"4897.660156",26.190001,"22640.039063","26656.830078","19083.099609"
"179",2015-11-02,17.07,19.780001,35.560001,30.5,2104.050049,5127.149902,1763.331,252.281,48.959999,"4916.209961",26.530001,"22370.039063","26559.150391","18683.240234"
"180",2015-11-04,17,20.08,35.740002,30.440001,2102.310059,5142.47998,1761.345,253.157,49.66,"4948.290039",26.59,"23053.570313","26552.919922","18926.910156"
"181",2015-11-05,16.98,19.99,35.799999,30.17,2099.929932,5127.740234,1758.313,252.426,49.259998,"4980.040039",26.51,"23051.039063","26304.199219","19116.410156"
"182",2015-11-06,16.91,19.809999,35.299999,30.15,2099.199951,5147.120117,1743.478,250.003,49.59,"4984.149902",26.629999,"22867.330078","26265.240234","19265.599609"
"183",2015-11-09,16.76,19.540001,34.419998,30.219999,2078.580078,5095.299805,1735.723,248.594,48.68,"4911.169922",26.41,"22726.769531","26121.400391","19642.740234"
"184",2015-11-10,16.76,19.4,34.27,30.280001,2081.719971,5083.240234,1729.295,247.24,48.450001,"4912.160156",26.42,"22401.699219","25743.259766","19671.259766"
"185",2015-11-13,16.540001,18.92,33.540001,29.780001,2023.040039,4927.879883,1712.18,244.195,48.139999,"4807.950195",25.73,"22396.140625","25610.529297","19596.910156"
"186",2015-11-16,16.68,19.16,34.189999,30.15,2053.189941,4984.620117,1706.612,243.4,47.759998,"4804.310059",26.120001,"22010.820313","25760.099609","19393.689453"
"187",2015-11-17,16.77,19.26,34.09,30.08,2050.439941,4986.02002,1733.611,246.896,48.830002,"4937.310059",26.120001,"22264.250000","25864.470703","19630.630859"
"188",2015-11-18,16.889999,19.370001,34.459999,30.52,2083.580078,5075.200195,1731.118,246.678,48.959999,"4906.720215",26.469999,"22188.259766","25482.519531","19649.179688"
"189",2015-11-19,17.01,19.549999,34.77,30.66,2081.23999,5073.640137,1757.353,250.48,50,"4915.100098",26.43,"22500.220703","25841.919922","19859.810547"
"190",2015-11-20,17.02,19.74,35.119999,30.73,2089.169922,5104.919922,1754.649,250.467,50.130001,"4910.970215",26.459999,"22754.720703","25868.490234","19879.810547"
"191",2015-11-24,16.85,19.67,34.970001,30.639999,2089.139893,5102.810059,1734.054,248.005,49.82,"4820.279785",26.450001,"22587.630859","25775.740234","19924.890625"
"192",2015-11-27,17.01,19.26,33.939999,30.610001,2090.110107,5127.52002,1746.06,248.374,49.630001,"4930.140137",26.450001,"22068.320313","26128.199219","19883.939453"
"193",2015-11-30,17.02,19.08,33.990002,30.690001,2080.409912,5108.669922,1741.012,247.299,49.330002,"4957.600098",26.360001,"21996.419922","26145.669922","19747.470703"
"194",2015-12-01,17.17,19.32,34.25,31.030001,2102.629883,5156.310059,1753.858,249.481,50.189999,"4914.529785",26.6,"22381.349609","26169.410156","20012.400391"
"195",2015-12-02,17.049999,19.17,33.84,30.67,2079.51001,5123.220215,1748.108,248.48,50.18,"4905.759766",26.309999,"22479.689453","26117.849609","19938.130859"
"196",2015-12-03,16.969999,19.129999,33.650002,30.379999,2049.620117,5037.529785,1740.661,247.327,49.869999,"4730.209961",26.01,"22417.009766","25886.619141","19939.900391"
"197",2015-12-04,16.82,19.08,33.880001,30.700001,2091.689941,5142.27002,1731.704,246.054,49.130001,"4714.790039",26.440001,"22235.890625","25638.109375","19504.480469"
"198",2015-12-07,16.809999,18.91,33.32,30.5,2077.070068,5101.810059,1734.426,245.544,49.200001,"4756.410156",26.16,"22203.220703","25530.109375","19698.150391"
"199",2015-12-08,16.65,18.59,32.950001,29.950001,2063.590088,5098.240234,1709.775,241.997,48.740002,"4681.859863",25.879999,"21905.130859","25310.330078","19492.599609"
"200",2015-12-09,16.57,18.57,32.68,29.719999,2047.619995,5022.870117,1713.389,242.393,48.43,"4637.450195",25.73,"21803.759766","25036.050781","19301.070313"
"201",2015-12-10,16.52,18.309999,32.459999,29.68,2052.22998,5045.169922,1705.525,241.238,48.060001,"4635.060059",25.799999,"21704.609375","25252.320313","19046.550781"
"202",2015-12-11,16.26,17.73,31.549999,29.15,2012.369995,4933.470215,1690.151,238.297,47.950001,"4549.560059",23.370001,"21464.050781","25044.429688","19230.480469"
"203",2015-12-14,16.290001,18.08,32.060001,28.969999,2021.939941,4952.22998,1665.742,235.477,47.02,"4473.069824",23.379999,"21309.849609","25150.349609","18883.419922"
"204",2015-12-15,16.43,18.4,32.549999,29.32,2043.410034,4995.359863,1674.347,237.138,46.849998,"4614.399902",23.709999,"21274.369141","25320.439453","18565.900391"
"205",2015-12-16,16.629999,18.620001,33.189999,29.74,2073.070068,5071.129883,1693.536,240.015,47.939999,"4624.669922",24.07,"21701.210938","25494.369141","19049.910156"
"206",2015-12-17,16.559999,18.57,32.759998,29.059999,2041.890015,5002.549805,1699.971,240.913,48.66,"4677.540039",23.67,"21872.060547","25803.779297","19353.560547"
"207",2015-12-18,16.360001,18.27,32.650002,28.610001,2005.550049,4923.080078,1687.214,239.079,48.689999,"4625.259766",23.25,"21755.560547","25519.220703","18986.800781"
"208",2015-12-21,16.4,18.290001,32.400002,28.219999,2021.150024,4968.919922,1682.525,238.628,48.77,"4565.169922",23.440001,"21791.679688","25735.900391","18916.019531"
"209",2015-12-22,16.49,18.34,32.66,28.6,2038.969971,5001.109863,1689.248,239.629,48.849998,"4567.600098",23.67,"21830.019531","25590.650391","18886.699219"
"210",2015-12-24,16.65,18.530001,33,29.049999,2060.98999,5048.490234,1721.543,243.908,49.57,"4663.180176",24.030001,"22138.130859","25838.710938","18789.689453"
"211",2015-12-28,16.629999,18.469999,32.77,28.92,2056.5,5040.990234,1717.894,243.257,49.57,"4617.950195",23.93,"21919.619141","26034.130859","18873.349609"
"212",2015-12-29,16.809999,18.48,32.799999,29.24,2078.360107,5107.939941,1731.537,244.602,49.200001,"4701.359863",24.16,"21999.619141","26079.480469","18982.230469"
"213",2015-12-30,16.74,18.219999,32.290001,29.07,2063.360107,5065.850098,1727.473,243.503,49.66,"4677.140137",23.959999,"21882.150391","25960.029297","19033.710938"
"214",2016-01-04,16.280001,17.700001,31.309999,28.700001,2012.660034,4903.089844,1671.892,235.923,49.16,"4522.450195",23.48,"21327.119141","25623.349609","18450.980469"
"215",2016-01-05,16.25,17.809999,31.379999,28.67,2016.709961,4891.430176,1666.745,235.383,48.360001,"4537.629883",23.48,"21188.720703","25580.339844","18374.000000"
"216",2016-01-06,16.059999,17.52,30.780001,28.26,1990.26001,4835.759766,1649.947,232.758,47.790001,"4480.470215",23.059999,"20980.810547","25406.330078","18191.320313"
"217",2016-01-07,15.77,17,29.83,27.790001,1943.089966,4689.430176,1622.583,228.325,46.740002,"4403.580078",22.42,"20333.339844","24851.830078","17767.339844"
"218",2016-01-08,15.6,16.9,29.51,27.620001,1922.030029,4643.629883,1610.749,227.085,46.549999,"4333.759766",22.08,"20453.710938","24934.330078","17697.960938"
"219",2016-01-12,15.67,16.799999,29.559999,27.700001,1938.680054,4685.919922,1593.448,224.06,45.959999,"4378.750000",22.120001,"19711.759766","24682.029297","17218.960938"
"220",2016-01-13,15.44,16.67,29.25,27.1,1890.280029,4526.060059,1611.863,226.158,46.57,"4391.939941",21.58,"19934.880859","24854.109375","17715.630859"
"221",2016-01-14,15.46,16.92,29.629999,27.559999,1921.839966,4615,1583.707,222.946,45.77,"4312.890137",21.98,"19817.410156","24772.970703","17240.949219"
"222",2016-01-15,15.08,16.33,28.459999,27,1880.329956,4488.419922,1565.243,219.743,45.650002,"4210.160156",21.459999,"19520.769531","24455.039063","17147.109375"
"223",2016-01-19,15.22,16.459999,28.879999,26.959999,1881.329956,4476.950195,1565.208,219.977,45.720001,"4272.259766",21.379999,"19635.810547","24479.839844","17048.369141"
"224",2016-01-20,14.94,16.17,28.25,26.67,1859.329956,4471.689941,1517.923,213.421,45.189999,"4124.950195",21.07,"18886.300781","24062.039063","16416.189453"
"225",2016-01-21,14.96,16.129999,28.360001,26.91,1868.98999,4472.060059,1518.551,213.689,45.419998,"4206.399902",21.209999,"18542.150391","23962.210938","16017.259766"
"226",2016-01-22,15.3,16.700001,29.33,27.200001,1906.900024,4591.180176,1568.314,220.814,45.919998,"4336.689941",21.719999,"19080.509766","24435.660156","16958.529297"
"227",2016-01-25,15.27,16.59,28.83,26.68,1877.079956,4518.490234,1568.503,220.807,46.709999,"4311.330078",21.280001,"19340.140625","24485.949219","17110.910156"
"228",2016-01-27,15.37,16.709999,29.15,26.719999,1882.949951,4468.169922,1585.305,222.929,46.169998,"4380.359863",21.440001,"19052.449219","24492.390625","17163.919922"
"229",2016-01-28,15.41,16.92,29.610001,26.73,1893.359985,4506.680176,1574.547,222.465,46.470001,"4322.160156",21.530001,"19195.830078","24469.570313","17041.449219"
"230",2016-01-29,15.75,17.57,30.57,27.469999,1940.23999,4613.950195,1591.464,225.743,46.669998,"4417.020020",22.139999,"19683.109375","24870.689453","17518.300781"
"231",2016-02-01,15.83,17.440001,30.280001,27.610001,1939.380005,4620.370117,1604.889,227.044,47.09,"4392.330078",22.16,"19595.500000","24824.830078","17865.230469"
"232",2016-02-02,15.57,16.93,29.299999,26.99,1903.030029,4516.950195,1580.859,223.35,46.610001,"4283.990234",21.629999,"19446.839844","24539.000000","17750.679688"
"233",2016-02-03,15.64,17.08,30.129999,27.43,1912.530029,4504.240234,1570.57,222.205,45.529999,"4226.959961",21.799999,"18991.589844","24223.320313","17191.250000"
"234",2016-02-04,15.6,17.33,30.360001,27.98,1915.449951,4509.560059,1584.256,225.118,46.389999,"4228.529785",21.950001,"19183.089844","24338.429688","17044.990234"
"235",2016-02-05,15.28,17.190001,30.01,27.67,1880.050049,4363.140137,1566.753,223.125,46.41,"4200.669922",21.58,"19288.169922","24616.970703","16819.589844"
"236",2016-02-12,14.89,16.68,29.32,27.25,1864.780029,4337.509766,1492.426,213.14,44.560001,"3995.060059",21.15,"18319.580078","22986.119141","14952.610352"
"237",2016-02-16,15.2,16.969999,29.969999,27.799999,1895.579956,4435.959961,1539.739,219.541,45.990002,"4110.660156",21.620001,"19122.080078","23191.970703","16054.429688"
"238",2016-02-17,15.46,17.290001,30.559999,28.4,1926.819946,4534.060059,1559.443,222.424,45.689999,"4233.470215",22.040001,"18924.570313","23381.869141","15836.360352"
"239",2016-02-18,15.47,17.299999,30.379999,28.33,1917.829956,4487.540039,1568.706,224.088,46.75,"4239.759766",21.959999,"19363.080078","23649.220703","16196.799805"
"240",2016-02-19,15.51,17.23,30.24,28.309999,1917.780029,4504.430176,1557.032,222.257,46.380001,"4223.040039",21.92,"19285.500000","23709.150391","15967.169922"
"241",2016-02-22,15.61,17.51,30.99,28.9,1945.5,4570.609863,1573.091,224.643,46.889999,"4298.700195",22.26,"19464.089844","23788.789063","16111.049805"
"242",2016-02-23,15.46,17.24,30.33,28.48,1921.27002,4503.580078,1559.567,222.727,46.68,"4238.419922",21.889999,"19414.779297","23410.179688","16052.049805"
"243",2016-02-24,15.41,17.09,30.26,28.719999,1929.800049,4542.609863,1532.647,219.388,45.73,"4155.339844",21.969999,"19192.449219","23088.929688","15915.790039"
"244",2016-02-25,15.62,17.110001,30.360001,29.059999,1951.699951,4582.200195,1554.148,221.757,45.830002,"4248.450195",22.17,"18888.750000","22976.000000","16140.339844"
"245",2016-02-26,15.59,17.02,30.059999,29.15,1948.050049,4590.470215,1558.082,222.583,45.790001,"4314.569824",22.24,"19364.150391","23154.300781","16188.410156"
"246",2016-02-29,15.55,17.15,30.32,28.93,1932.22998,4557.950195,1558.167,222.663,45.900002,"4353.549805",22.059999,"19111.929688","23002.000000","16026.759766"
"247",2016-03-01,15.92,17.790001,31.4,29.469999,1978.349976,4689.600098,1572.37,225.184,46.369999,"4406.839844",22.639999,"19407.460938","23779.349609","16085.509766"
"248",2016-03-02,15.92,17.99,31.82,29.459999,1986.449951,4703.419922,1595.677,228.638,47.32,"4424.890137",22.809999,"20003.490234","24242.980469","16746.550781"
"249",2016-03-03,15.96,18.26,32.18,29.700001,1993.400024,4707.419922,1611.698,231.178,47.900002,"4416.080078",22.959999,"19941.759766","24606.990234","16960.160156"
"250",2016-03-04,16.02,18.49,32.82,29.809999,1999.98999,4717.02002,1628.827,233.744,47.959999,"4456.620117",23.1,"20176.699219","24646.480469","17014.779297"
"251",2016-03-08,15.8,18.33,32.209999,29.74,1979.26001,4648.819824,1616.475,232.372,48.189999,"4404.020020",22.780001,"20011.580078","24659.230469","16783.150391"
"252",2016-03-09,15.9,18.459999,32.41,29.76,1989.26001,4674.379883,1614.98,232.4,48.68,"4425.649902",22.9,"19996.259766","24793.960938","16642.199219"
"253",2016-03-10,15.88,18.5,32.459999,29.709999,1989.569946,4662.160156,1612.153,232.239,48.650002,"4350.350098",22.85,"19984.419922","24623.339844","16852.349609"
"254",2016-03-11,16.16,18.780001,33.139999,30.24,2022.189941,4748.470215,1644.941,236.575,48.810001,"4492.790039",23.280001,"20199.599609","24717.990234","16938.869141"
"255",2016-03-14,16.17,18.700001,32.939999,30.17,2019.640015,4750.279785,1652.883,237.462,48.93,"4506.589844",23.25,"20435.339844","24804.279297","17233.750000"
"256",2016-03-15,16.08,18.219999,32.470001,29.879999,2015.930054,4728.669922,1637.931,234.939,48.290001,"4472.629883",23.15,"20288.769531","24551.169922","17117.070313"
"257",2016-03-16,16.23,18.48,33.119999,30.139999,2027.219971,4763.970215,1628.638,234.072,48.34,"4463.000000",23.299999,"20257.699219","24682.480469","16974.449219"
"258",2016-03-17,16.370001,18.99,33.849998,30.59,2040.589966,4774.990234,1663.747,239.945,48.82,"4442.890137",23.549999,"20503.810547","24677.369141","16936.380859"
"259",2016-03-18,16.360001,19.24,34.029999,30.77,2049.580078,4795.649902,1660.5,240.074,48.93,"4462.509766",23.67,"20671.630859","24952.740234","16724.810547"
"260",2016-03-22,16.34,19.24,34.02,30.91,2049.800049,4821.660156,1654.794,239.618,48.830002,"4431.970215",23.610001,"20666.750000","25330.490234","17048.550781"
"261",2016-03-23,16.32,18.969999,33.439999,30.58,2036.709961,4768.859863,1642.184,237.457,48.66,"4423.979980",23.35,"20615.230469","25337.560547","17000.980469"
"262",2016-03-29,16.540001,19.01,33.93,30.65,2055.01001,4846.620117,1629.632,235.802,47.220001,"4366.669922",23.469999,"20366.300781","24900.460938","17103.529297"
"263",2016-03-30,16.67,19.290001,34.279999,30.84,2063.949951,4869.290039,1660.679,240.586,47.299999,"4444.419922",23.59,"20803.390625","25338.580078","16878.960938"
"264",2016-03-31,16.610001,19.370001,34.25,30.75,2059.73999,4869.850098,1652.035,239.856,48.009998,"4385.060059",23.59,"20776.699219","25341.859375","16758.669922"
"265",2016-04-01,16.58,19.33,34.150002,30.969999,2072.780029,4914.540039,1616.225,235.205,47.259998,"4322.240234",23.65,"20498.919922","25269.640625","16164.160156"
"266",2016-04-05,16.4,18.83,33.080002,30.450001,2045.170044,4843.930176,1595.94,231.988,46.52,"4250.279785",23.27,"20177.000000","24883.589844","15732.820313"
"267",2016-04-06,16.58,18.879999,33.48,30.99,2066.659912,4920.720215,1606.575,232.94,46.75,"4284.640137",23.540001,"20206.669922","24900.630859","15715.360352"
"268",2016-04-07,16.42,18.67,32.810001,30.450001,2041.910034,4848.370117,1607.811,232.959,46.91,"4245.910156",23.23,"20266.050781","24685.419922","15749.839844"
"269",2016-04-08,16.57,18.98,33.380001,30.469999,2047.599976,4850.689941,1625.362,235.626,46.66,"4303.120117",23.360001,"20370.400391","24673.839844","15821.519531"
"270",2016-04-11,16.530001,19.16,33.810001,30.35,2041.98999,4833.399902,1632.039,236.853,46.580002,"4312.629883",23.360001,"20440.810547","25022.160156","15751.129883"
"271",2016-04-12,16.629999,19.48,34.330002,30.700001,2061.719971,4872.089844,1636.945,238.085,47,"4345.910156",23.66,"20504.439453","25145.589844","15928.790039"
"272",2016-04-13,16.77,19.84,34.939999,31.360001,2082.419922,4947.419922,1666.611,242.207,47.759998,"4490.310059",24.030001,"21158.710938","25626.750000","16381.219727"
"273",2016-04-18,16.879999,19.860001,34.73,31.77,2094.340088,4960.02002,1676.85,243.205,48.549999,"4506.839844",24.15,"21161.500000","25816.359375","16275.950195"
"274",2016-04-20,16.959999,20.030001,35.099998,32.25,2102.399902,4948.129883,1715.024,248.014,49.290001,"4591.919922",24.450001,"21236.310547","25844.179688","16906.539063"
"275",2016-04-21,16.83,19.889999,34.75,32.400002,2091.47998,4945.890137,1716.511,248.337,49.84,"4582.830078",24.379999,"21622.250000","25880.380859","17363.619141"
"276",2016-04-22,16.74,19.75,34.540001,32.700001,2091.580078,4906.22998,1703.27,246.512,49.5,"4569.660156",24.440001,"21467.039063","25838.140625","17572.490234"
"277",2016-04-26,16.790001,19.77,34.689999,32.630001,2091.699951,4888.279785,1701.748,246.139,49.279999,"4533.180176",24.42,"21407.269531","26007.300781","17353.279297"
"278",2016-04-27,16.84,19.790001,34.900002,32.849998,2095.149902,4863.140137,1698.012,245.839,49.029999,"4559.399902",24.5,"21361.599609","26064.119141","17290.490234"
"279",2016-04-28,16.76,19.66,34.540001,32.91,2075.810059,4805.290039,1698.26,246.05,49.360001,"4557.359863",24.23,"21388.029297","25603.099609","16666.050781"
"280",2016-05-06,16.6,18.959999,32.830002,31.719999,2057.139893,4736.160156,1639.215,236.705,49.950001,"4301.240234",23.65,"20109.869141","25228.500000","16106.719727"
"281",2016-05-09,16.67,18.860001,32.41,31.85,2058.689941,4750.209961,1638.209,236.095,50.389999,"4322.810059",23.58,"20156.810547","25688.859375","16216.030273"
"282",2016-05-10,16.870001,19.09,33.029999,32.330002,2084.389893,4809.879883,1654.606,238.469,50.599998,"4338.209961",23.91,"20242.679688","25772.529297","16565.189453"
"283",2016-05-11,16.809999,19.049999,32.950001,31.92,2064.459961,4760.689941,1654.77,238.656,50.889999,"4316.669922",23.74,"20055.289063","25597.019531","16579.009766"
"284",2016-05-12,16.790001,19.030001,32.860001,31.77,2064.110107,4737.330078,1645.55,237.669,50.84,"4293.270020",23.700001,"19915.460938","25790.220703","16646.339844"
"285",2016-05-13,16.690001,18.74,32.27,31.639999,2046.609985,4717.680176,1631.711,235.374,50.59,"4319.990234",23.49,"19719.289063","25489.570313","16412.210938"
"286",2016-05-16,16.84,18.92,32.66,31.91,2066.659912,4775.459961,1637.838,236.314,50.84,"4312.279785",23.780001,"19883.949219","25653.230469","16466.400391"
"287",2016-05-17,16.75,18.85,32.509998,31.709999,2047.209961,4715.72998,1644.069,237.247,51.310001,"4297.569824",23.67,"20118.800781","25773.609375","16652.800781"
"288",2016-05-18,16.73,18.690001,32.189999,31.969999,2047.630005,4739.120117,1643.412,236.591,50.919998,"4319.299805",23.780001,"19826.410156","25704.609375","16644.689453"
"289",2016-05-19,16.620001,18.549999,31.889999,31.74,2040.040039,4712.529785,1619.49,233.06,50.650002,"4282.540039",23.66,"19694.330078","25399.720703","16646.660156"
"290",2016-05-20,16.75,18.66,32.209999,32.119999,2052.320068,4769.560059,1634.294,234.953,50.900002,"4353.899902",23.84,"19852.199219","25301.900391","16736.349609"
"291",2016-05-23,16.74,18.559999,32.150002,32.060001,2048.040039,4765.779785,1628.843,234.582,50.610001,"4325.100098",23.799999,"19809.029297","25230.359375","16654.599609"
"292",2016-05-24,16.969999,18.709999,32.48,32.599998,2076.060059,4861.060059,1642.296,236.051,50.369999,"4431.520020",24.120001,"19830.429688","25305.470703","16498.759766"
"293",2016-05-25,17.030001,18.950001,32.869999,32.939999,2090.540039,4894.890137,1661.572,238.93,51.18,"4481.640137",24.379999,"20368.050781","25881.169922","16757.349609"
"294",2016-05-26,17.07,19.07,33.09,32.790001,2090.100098,4901.77002,1669.843,240.115,51.25,"4512.640137",24.32,"20397.109375","26366.679688","16772.460938"
"295",2016-05-27,17.1,19.209999,33.080002,32.970001,2099.060059,4933.5,1668.757,240.352,51.439999,"4514.740234",24.459999,"20576.769531","26653.599609","16834.839844"
"296",2016-05-31,17.07,19.209999,33.119999,33.220001,2096.949951,4948.049805,1667.844,240.08,51.150002,"4505.620117",24.450001,"20815.089844","26667.960938","17234.980469"
"297",2016-06-01,17.08,19.32,33.099998,33.220001,2099.330078,4952.25,1659.866,239.226,50.630001,"4475.390137",24.48,"20760.980469","26713.929688","16955.730469"
"298",2016-06-02,17.09,19.4,33.369999,33.380001,2105.26001,4971.359863,1652.978,238.72,50.200001,"4466.000000",24.549999,"20859.220703","26843.140625","16562.550781"
"299",2016-06-03,17.200001,19.620001,33.880001,33.18,2099.129883,4942.52002,1670.893,241.277,50.580002,"4421.779785",24.42,"20947.240234","26843.029297","16642.230469"
"300",2016-06-06,17.280001,19.77,34.240002,33.400002,2109.409912,4968.709961,1676.977,242.556,50.98,"4423.379883",24.620001,"21030.220703","26777.449219","16580.029297"
"301",2016-06-07,17.379999,19.959999,34.549999,33.099998,2112.129883,4961.75,1693.07,245.187,51.02,"4475.859863",24.629999,"21328.240234","27009.669922","16675.449219"
"302",2016-06-08,17.41,20.01,34.799999,33.349998,2119.120117,4974.640137,1697.111,246.079,51.099998,"4448.729980",24.66,"21297.880859","27020.660156","16830.919922"
"303",2016-06-10,16.9,19.43,33.529999,32.700001,2096.070068,4894.549805,1640.92,238.675,50.560001,"4306.720215",24.18,"21042.640625","26635.750000","16601.359375"
"304",2016-06-14,16.5,19.030001,32.950001,32.98,2075.320068,4843.549805,1576.22,230.334,49.509998,"4130.330078",23.809999,"20387.529297","26395.710938","15859.000000"
"305",2016-06-15,16.58,19.23,33.299999,32.849998,2071.5,4834.930176,1589.694,232.016,49,"4171.580078",23.799999,"20467.519531","26726.339844","15919.580078"
"306",2016-06-16,16.57,19.17,33.18,32.869999,2077.98999,4844.919922,1568.831,229.126,48.950001,"4153.009766",23.860001,"20038.419922","26525.460938","15434.139648"
"307",2016-06-17,16.629999,19.32,33.27,32.720001,2071.219971,4800.339844,1595.326,232.51,49.110001,"4193.830078",23.860001,"20169.980469","26625.910156","15599.660156"
"308",2016-06-20,17.01,19.620001,33.860001,32.98,2083.25,4837.209961,1653.193,239.672,50.02,"4340.759766",24.040001,"20510.199219","26866.919922","15965.299805"
"309",2016-06-21,17.07,19.75,34.119999,32.880001,2088.899902,4843.759766,1659.043,240.532,50.16,"4367.240234",24.08,"20668.439453","26812.779297","16169.110352"
"310",2016-06-22,17.120001,19.860001,33.939999,32.900002,2085.449951,4833.319824,1661.484,241.027,50.139999,"4380.029785",24.030001,"20795.119141","26765.650391","16065.719727"
"311",2016-06-23,17.41,20.219999,34.759998,33.400002,2113.320068,4910.040039,1687.036,244.306,50.25,"4465.899902",24.48,"20868.339844","27002.220703","16238.349609"
"312",2016-06-24,16.33,19.290001,32.650002,31.940001,2037.410034,4707.97998,1567.264,229.518,48.619999,"4106.729980",23.370001,"20259.130859","26397.710938","14952.019531"
"313",2016-06-27,15.97,18.809999,32.23,31,2000.540039,4594.439941,1520.938,223.512,48.860001,"4030.300049",22.73,"20227.300781","26402.960938","15309.209961"
"314",2016-06-28,16.370001,19.34,33.18,31.540001,2036.089966,4691.870117,1546.726,227.067,48.529999,"4088.850098",23.219999,"20172.460938","26524.550781","15323.139648"
"315",2016-06-29,16.68,19.77,34.02,32.189999,2070.77002,4779.25,1593.671,233.307,48.09,"4195.319824",23.690001,"20436.119141","26740.390625","15566.830078"
"316",2016-06-30,16.879999,20.059999,34.360001,32.52,2098.860107,4842.669922,1608.454,235.66,48.860001,"4237.479980",23.99,"20794.369141","26999.720703","15575.919922"
"317",2016-07-05,16.67,19.77,33.950001,32.310001,2088.550049,4822.899902,1599.173,234.742,48.93,"4163.419922",23.700001,"20750.720703","27166.869141","15669.330078"
"318",2016-07-07,16.639999,19.68,33.77,32.529999,2097.899902,4876.810059,1583.063,232.687,48.959999,"4117.850098",23.879999,"20706.919922","27201.490234","15276.240234"
"319",2016-07-08,16.83,20.049999,34.5,33.169998,2129.899902,4956.759766,1592.097,233.688,49.029999,"4190.680176",24.25,"20564.169922","27126.900391","15106.980469"
"320",2016-07-11,17,20.27,34.830002,33.27,2137.159912,4988.640137,1618.64,237.683,50,"4264.529785",24.360001,"20880.500000","27626.689453","15708.820313"
"321",2016-07-12,17.120001,20.51,35.32,33.619999,2152.139893,5022.819824,1636.87,240.271,50.18,"4331.379883",24.66,"21224.740234","27808.140625","16095.650391"
"322",2016-07-13,17.09,20.48,35.259998,33.66,2152.429932,5005.72998,1645.85,241.425,50.5,"4335.259766",24.65,"21322.369141","27815.179688","16231.429688"
