"","Date","FIVFX_r","EEM_r","MOAT_r","JFAMX_r","GSPC_r","IXIC_r","EAFE_r","MSCIUSA_r","ASX200_r","CAC40_r","FGIRX_r","Hang_r","SP_r","N225_r"
"1",2015-01-06,-0.0113208756244823,-0.004210637799968,-0.015653908066708,-0.00610478519330737,-0.00893325483918783,-0.0129428704571097,-0.0119348358943343,-0.0105762231784183,-0.0175268773109023,-0.587786664902119,-0.0132245412341625,-0.0873420101551474,-0.267595313885044,-0.225413699848749
"2",2015-01-07,0.00944294080028207,0.0213940849608711,0.00435435281277474,0.0177409410785012,0.0115627358160442,0.0124914891824197,-0.00524370996839441,-0.00251159823461222,-0.00281688312200989,0.693147180559945,0.0101285634092205,0.0708430107751123,-0.00455581653586012,0.00283688133519977
"3",2015-01-08,0.0161593950133212,0.0168931574602338,0.0155864209168635,0.0237778920817631,0.0177301685361213,0.0182646665707562,0.0214707229113671,0.0205373466472993,0.00281688312200989,1.4028236630711,0.0165293407109015,0.0626883818494104,0.103989713524047,0.134946821027854
"4",2015-01-09,-0.00246907540463814,-0.0033049984753899,-0.0132495812622224,-0.00816692379616324,-0.00843932215298615,-0.0068049485393864,-0.00249468853393786,-0.00183490551784438,0.0183162398860381,-0.796687859500786,-0.00919194522538369,0.0189171591322053,0.0501609663032108,0.0147422817372034
"5",2015-01-13,0.00246907540463814,0.000509190432218531,-0.0260106206614998,-0.000455684653331456,-0.0107085026247082,-0.00909076926896546,0.00946063428346644,0.00482778085210001,-0.013905607323021,0.955511445027436,-0.00927722154365362,0.0738645743187609,-0.00983292091623866,-0.0423475478290927
"6",2015-01-14,-0.00494438615105164,-0.00561514995515777,-0.00480271943409916,-0.00182486360347944,-0.00583002858816606,-0.00476951891693211,-0.010351451406728,-0.00898617846708127,-0.00783223202517958,-0.556125382995654,-0.00897216863315586,-0.0207841214622615,-0.0179466431908368,-0.165667121888817
"7",2015-01-15,0.00247531074641349,0.0023009085953305,-0.0107174751018619,0.00909097170125195,-0.00929090321018489,-0.0148751844603119,0.00978312113655289,0.00789433420296959,-0.00424283910278067,0.797287439812542,-0.00865810226880726,0.0473274440194942,0.232356514536292,0.173271721274037
"8",2015-01-16,0.00554700960060073,0.00839170828198021,0.0144930415608737,0.0058651194523982,0.0133348931859034,0.0138098186142486,-0.00175859770520592,-0.000814837029415649,-0.00629629371301332,0.341170757402767,0.00904991421521428,-0.0538104488975728,0.0236417630570402,-0.132089431307621
"9",2015-01-20,0.00612753123944998,-0.00152057805475403,0,0.00404040953700502,0.00154875249129915,0.00440730785585686,0.0146450746022913,0.00969623479622328,0.00325468134112983,0.365619199560965,0,-0.0364278688087918,0.13119221027135,0.22141294805563
"10",2015-01-21,0.00609003100269678,0.0218244962492053,0.0109029698305179,0.0137932779432055,0.0047204648795427,0.00269673193132824,0.00624601081721021,0.00893594278468957,0.0149165834731702,0.138936811191431,0.00624757962444722,0.0933152432108431,0.0176037044182484,-0.0304830167250758
"11",2015-01-22,0.00484555792701613,0.0189264838297261,0.0117906366458138,0.0162178004728339,0.0151543129616831,0.0176223646187168,0.000805331529036835,0.00301014019021562,0.00439212121119592,0.186636134971747,0.0173648198930847,0.0465200156348935,0.017299167262812,0.00947874395454384
"12",2015-01-23,0.000604047170528865,-0.00757676868165769,-0.00638339129793142,-0.000869943508539972,-0.00550665628783698,0.00157336189345969,0.0042619939569688,0.00433455547858674,0.0158105861063236,0.08259852354273,-0.00768045250173,0.0680148762989745,0.0170049879209575,0.0661586702510766
"13",2015-01-27,0.00722030835996224,-0.00491877534904983,0.00235650672927834,-0.00130629234107182,-0.0109131195573982,-0.0161835948941693,0.0110739258830428,0.00797103767928053,0.00625490702311016,-0.0200188668904921,-0.0096843673913547,-0.00687287928776215,0.0268730182510968,0.0558084719278806
"14",2015-01-28,-0.0078243555304911,-0.0109074457692495,-0.026232163769218,-0.00218106951934383,-0.0135875029854553,-0.00933743821467026,-0.00276435632234406,-0.00451011796498957,0.00233552074180343,-0.00738010729762184,-0.0137176751544503,0.00960885910663656,-0.00126342404677171,0.00416667269484616
"15",2015-01-29,0.00602417502634323,0,-0.000690538701472843,-0.000873787754891442,0.00948951714801005,0.00974537721134361,-0.00589487057661042,-0.00730411183869695,0.00252404757362834,0.0183491386681958,0.00668635726072697,-0.0533085534545066,0.0125629793007054,-0.0468170600452158
"16",2015-01-30,-0.0133012843772757,-0.0278006029735449,0.00138070437224602,-0.022095464604277,-0.0130770991237998,-0.010338482298101,-0.00522166058607354,-0.00684027798569531,0.00483606707109629,-0.0239201837176513,-0.0122264979538036,-0.0233246725664094,-0.0433741457011037,0.0194180858571018
"17",2015-02-02,0.00667281800585862,0.01778052915824,0.0204855234785541,0.0102246723170696,0.0128791703225923,0.00890255403129814,0.00470479547858993,0.00549790708183373,0.00500486116880694,0.0202771924391509,0.0141845561857861,-0.0118695755553837,-0.00391901220073532,-0.0281708769666968
"18",2015-02-03,0.0108237977929058,0.0187061192442299,0.0157588846459098,0.00836816158264986,0.0143362382277425,0.0108567544203719,0.00817593390141891,0.0100147668843205,0.0141088705662153,0.0463541093715509,0.0155282629293847,0.0250565798373374,-0.0105264129869873,-0.0682082500265331
"19",2015-02-04,-0.00299485108523845,-0.00495420873407237,-0.011375164855846,-0.00969593337922925,-0.00416470631283339,-0.00233789267061191,0.00725730989044315,0.00532408016389052,0.013165508950987,0.01898245091229,-0.00424625236064902,0.0244440639356931,-0.0173453314617742,0.098513599521862
"20",2015-02-05,0.0101463120514778,0.00594203298070939,0.0180065221580277,0.0105727857124136,0.0102388108233749,0.010209099934583,0.000980297420712262,0.00245260074299036,0.00670395428195247,0.00681433641972973,0.0123031155876161,0.0238607811269071,-0.00404585851954398,-0.0369205886140476
"21",2015-02-06,-0.00954661188358008,-0.017179509208022,-0.00430538840751238,-0.0105727857124136,-0.00342402769471661,-0.00435358929396834,-0.0047494232336005,-0.00467966099389816,0.000185543287161138,-0.0171237060785909,0.00114573239293492,-0.0252822454742843,-0.0191001713734194,0.0240448742540025
"22",2015-02-09,-0.00601324722345176,-0.00150796714948909,-0.00132842931074384,-0.0026607554500262,-0.00425623956942545,-0.00388370931350579,-0.0035679298215836,-0.00358788735303506,0.000556516122975914,-0.0369435151916848,-0.00305810624192038,-0.0332640936405131,-0.0892678653483623,0.0171310399301836
"23",2015-02-10,0.00661264788271065,-0.00251820839491135,0.0112360732669261,-0.00311314453979739,0.010618979721448,0.0129563803108486,0.00181153856537186,-0.000258645411704173,-0.00259979726561754,0.0455420204469164,0.00762776376404739,0.00440206140063815,0.0325954782494513,-0.0149735417901624
