"","Date","FRESX_HPR","DWRSF_HPR","GSPC_HPR","IXIC_HPR","RUT_HPR","DJI_HPR","XOI_HPR","RMZ_HPR","DWCF_HPR","RUA_HPR","VNQ_HPR"
"349",2015-05-21,12788.0690737834,12572.0329293391,11631.2410138892,12287.4830868407,10921.3363952297,11121.8000157301,9265.46354534949,3707.66488413547,11579.8359426127,11588.7423522376,12412.8855505653
"350",2015-05-22,12797.4875981162,12570.8895495083,11605.2581480721,12284.0311150884,10882.0564738422,11089.1258714064,9234.26825392746,3672.01426024955,11555.1249350907,11563.2477296828,12397.398637138
"351",2015-05-26,12697.0169544741,12470.2721243997,11485.9331104699,12147.3936327268,10765.0865650962,10973.271350622,9060.23457347493,3306.5953654189,11438.0465309207,11445.3376099499,12302.9273656497
"352",2015-05-27,12828.8857142857,12600.6174251086,11591.1745935128,12325.6185894298,10900.6536482541,11047.1406946164,9058.75248880129,3796.79144385027,11542.6394828257,11550.0458344774,12423.7263435032
"353",2015-05-28,12797.4875981162,12559.4557512006,11576.4913489939,12304.8372259342,10889.7039034704,11024.7148634792,9048.511146326,3627.45098039216,11527.565456361,11535.3868196195,12398.9465696144
"354",2015-05-29,12665.6200941915,12427.9670706609,11503.3456479148,12237.3747013152,10832.6096740699,10954.5019820885,9028.50056757615,3092.69162210339,11457.8246932306,11465.641727449,12256.4656961437
"355",2015-06-01,12822.6059654631,12581.7516579008,11527.0363380281,12268.5119776538,10859.4621323384,10972.5597776503,8995.01470876952,3680.92691622103,11480.9347351831,11489.0412476918,12406.6905683754
"356",2015-06-02,12709.5761381476,12465.1269151612,11515.4102175287,12253.0399815922,10878.4072628214,10955.268199601,9053.63181756364,3253.11942959002,11474.0110788897,11481.5755877032,12292.0865727118
"357",2015-06-03,12533.7513343799,12280.4710724903,11539.8098837303,12307.8543124259,10989.4673584317,10994.3952053091,8996.22702520895,2522.2816399287,11507.5533867439,11515.3550163446,12115.5339941149
"358",2015-06-04,12499.2153846154,12256.4600960439,11440.3001718392,12211.0423717541,10873.9751680211,10890.578026635,8881.14848751939,2379.67914438503,11406.7809208567,11415.2904558939,12092.3032367973
"359",2015-06-05,12335.9500784929,12120.3978961811,11423.8698066995,12233.5856654874,10958.4437724163,10856.4450987826,8932.2869139483,1978.60962566845,11405.9700421917,11413.4698894415,11957.5652779929
"360",2015-06-08,12298.2725274725,12093.5284701578,11349.905848862,12120.5533488976,10894.917813154,10806.0172695766,8884.71963034043,1898.39572192513,11330.4751593039,11337.8062877979,11935.8835372464
"361",2015-06-09,12216.6405023548,12001.48639378,11354.6541158163,12101.823840756,10859.8100797192,10804.4895859863,8876.70141150679,1515.15151515152,11329.3887898104,11336.8048583385,11849.1562645191
