Date,FGIRX,MSCI_EAFE,SPBMI,EFAD,IMTM,MSCI_euro,VWO,MSCI_EAFE_val
2016-05-27,24.459999,1668.757,10749.98,35.970001,25.959999,1490.71,33.709999,2489.023
2016-05-31,24.450001,1667.844,10732.98,35.630001,26.08,1481.2,33.799999,2482.728
2016-06-01,24.48,1659.866,10697.52,35.625999,25.950001,1472.47,33.77,2463.874
2016-06-02,24.549999,1652.978,10686.68,35.66,25.719999,1471.73,34.040001,2449.183
2016-06-03,24.42,1670.893,10837.34,36.009998,25.719999,1481.23,34.57,2472.285
2016-06-06,24.620001,1676.977,10912.27,36.220001,26.82,1490.82,34.860001,2483.708
2016-06-07,24.629999,1693.07,10983.64,36.450001,26.455999,1506.42,35.200001,2510.532
2016-06-08,24.66,1697.111,11007.69,36.52,26.474001,1504.9,35.490002,2519.139
2016-06-09,24.52,1675.323,10931.98,36.16,26.59,1481.23,35.09,2481.203
2016-06-10,24.18,1640.92,10782.33,35.039001,26.59,1442.02,34.200001,2425.724
2016-06-13,23.950001,1609.728,10663.03,34.567001,25.48,1416.63,33.77,2377.612
2016-06-14,23.809999,1576.22,10481.29,34.009998,25.48,1378.21,33.450001,2323.888
2016-06-15,23.799999,1589.694,10511.05,34.240002,25.424999,1394.83,33.759998,2345.225
2016-06-16,23.860001,1568.831,10406.92,34.25,25.424999,1374.98,33.68,2313.926
2016-06-17,23.860001,1595.326,10533.81,34.66,25.424999,1406.04,33.830002,2365.362
2016-06-20,24.040001,1653.193,10816.44,35.639999,25.424999,1468.13,34.32,2457.987
2016-06-21,24.08,1659.043,10819.16,35.860001,26.459999,1470.12,34.580002,2463.843
2016-06-22,24.030001,1661.484,10832.01,35.630001,25.66,1477.09,34.630001,2468.339
2016-06-23,24.48,1687.036,10938.75,36.298,25.66,1508.1,35.490002,2514.918
2016-06-24,23.370001,1567.264,10393.34,33.560001,25.66,1375.84,33.48,2304.61
2016-06-27,22.73,1520.938,10105.46,32.459999,25.66,1305.76,33.130001,2220.594
2016-06-28,23.219999,1546.726,10282.86,33.637001,25.385,1347.51,34.080002,2256.634
2016-06-29,23.690001,1593.671,10552.64,34.560001,25.6,1396.35,34.880001,2330.956
2016-06-30,23.99,1608.454,10665.09,35.259998,25.988001,1411.93,35.23,2352.089
2016-07-01,24,1620.627,10730.38,35.310001,26.191999,1424.63,35.490002,2369.389
2016-07-05,23.700001,1599.173,10638.12,34.560001,25.75,1389.55,34.790001,2328.972
2016-07-06,23.84,1573.302,10555.67,34.459999,25.587,1361.48,34.790001,2283.694
2016-07-07,23.879999,1583.063,10645.93,34.43,25.790001,1375.84,34.639999,2298.653
2016-07-08,24.25,1592.097,10662.9,34.84,26.034,1392.65,35.41,2317.843
2016-07-11,24.360001,1618.64,10776.96,35.275002,26.358999,1415.79,35.700001,2359.867
2016-07-12,24.66,1636.87,10867.93,35.639999,26.347,1433.77,36.25,2397.056
2016-07-13,24.65,1645.85,10900.88,35.610001,26.360001,1436.3,36.189999,2414.173
2016-07-14,24.879999,1654.423,10953.77,35.798,26.360001,1447.57,36.689999,2431.187
2016-07-15,24.879999,1650.141,10911.4,35.549999,25.983999,1440.95,36.560001,2427.958
2016-07-18,24.98,1652.806,10927.99,35.929001,26.264999,1443.18,36.880001,2428.942
2016-07-19,24.940001,1643.421,10891.82,35.630001,26.153,1430.11,36.560001,2411.493
2016-07-20,25.09,1653.6,10974.82,36.049999,26.209999,1444.37,36.75,2423.197
2016-07-21,25.040001,1657.135,10960.44,35.868,26.209999,1441.91,36.650002,2434.559
2016-07-22,25.139999,1650.198,10922.87,35.785,26.43,1438.64,36.889999,2421.889
2016-07-25,25,1651.813,10940.06,35.870998,26.110001,1439.69,36.59,2423.193
2016-07-26,25.09,1655.439,10970.09,35.970001,26.379999,1442.88,36.810001,2423.634
2016-07-27,25.07,1660.258,10955.88,36.02,26.469999,1449.28,36.860001,2436.933
2016-07-28,25.129999,1658.155,11001.61,35.939999,26.382999,1446.83,36.84,2427.39
2016-07-29,25.16,1689.115,11099.7,36.221001,26.5,1469.94,37.040001,2473.955
2016-08-01,25.01,1682.276,11080.56,36.060001,26.5,1459.65,36.900002,2459.216
2016-08-02,24.92,1671.009,11065.41,36.205002,26.569,1446.76,36.700001,2435.132
2016-08-03,25.110001,1653.496,10962.23,36.09,26.569,1441.01,36.900002,2413.667
2016-08-04,25.120001,1663.499,10990.65,36.139999,26.48,1446.47,37.080002,2437.694
2016-08-05,25.389999,1665.319,10985.29,36.099998,26.358,1452.52,37.490002,2444.223
2016-08-08,25.440001,1675.002,11019.36,35.900002,26.448999,1453.75,37.73,2472.86
2016-08-09,25.43,1694.98,11073.74,36.07,26.597,1472.02,37.98,2501.783
2016-08-10,25.299999,1699.654,11115.94,36.009998,26.483999,1475.8,37.889999,2506.777
2016-08-11,25.48,1708.324,11137.31,36.240002,26.483999,1489.42,38.330002,2516.229
2016-08-12,25.469999,1710.731,11141.84,36.240002,26.593,1486.63,38.18,2517.679
2016-08-15,25.639999,1710.738,11164.77,36.310001,26.868999,1489.37,38.599998,2514.81
2016-08-16,25.58,1704.206,11128.37,36.310001,26.819,1485.88,38.400002,2507.41
2016-08-17,25.57,1701.331,11097.16,36.27,27.051001,1475.84,38.259998,2508.458
2016-08-18,25.690001,1707.896,11156.08,36.470001,27,1492.83,38.57,2519.949
2016-08-19,25.65,1699.763,11096.52,36.16,26.700001,1480.45,38.34,2508.63
2016-08-22,25.610001,1702.297,11110.92,36.259998,26.607,1481.62,37.860001,2510.521
2016-08-23,25.690001,1711.616,11179.24,36.48,27.059999,1494.15,37.669998,2525.651
2016-08-24,25.57,1709.147,11141.83,36.32,27.059999,1490.05,37.779999,2526.688
2016-08-25,25.530001,1702.167,11142.89,36.18,27.059999,1482.01,37.77,2515.655
2016-08-26,25.52,1702.434,11155.95,35.860001,26.41,1489.48,37.470001,2518.041
2016-08-29,25.629999,1688.254,11027.61,35.93,26.41,1472.34,37.75,2498.214
2016-08-30,25.66,1688.949,11020.37,35.869999,26.41,1477.11,37.689999,2504.231
2016-08-31,25.57,1685.571,10982.27,35.724998,26.41,1470.06,37.330002,2506.493
2016-09-01,25.549999,1694.496,11044.69,35.970001,25.870001,1477,37.529999,2520.464
2016-09-02,25.719999,1709.975,11124.82,36.490002,26.18,1502.61,38.099998,2545.792
2016-09-06,25.73,1729.507,11268.2,36.830002,26.469999,1507.84,38.759998,2572.098
2016-09-07,25.799999,1734.717,11262.46,36.630001,26.518999,1513.23,38.709999,2578.252
2016-09-08,25.82,1732.917,11256.78,36.599998,26.546,1512.37,38.630001,2581.745
2016-09-09,25.26,1707.266,11051.28,35.709999,25.85,1487.55,37.41,2550.216
2016-09-12,25.59,1689.244,10934.2,36.060001,25.799999,1474.68,37.720001,2516.831
2016-09-13,25.190001,1677.364,10829.87,35.23,25.379999,1462.36,36.34,2489.433
2016-09-14,25.16,1672.737,10810.89,35.349998,25.559999,1461.53,36.470001,2479.446
2016-09-15,25.389999,1676.17,10879.41,35.68,25.84,1469.14,37.049999,2483.18
2016-09-16,25.25,1664.77,10829.32,35.189999,25.84,1447.4,36.799999,2461.803
2016-09-19,25.26,1681.457,10930.74,35.360001,25.624001,1465.1,37.110001,2488.569
2016-09-20,25.26,1681.393,10944.11,35.470001,25.624001,1462.33,37.119999,2484.389
2016-09-21,25.52,1699.173,10949.05,35.549999,26,1464.75,38.02,2518.546
2016-09-22,25.67,1728.076,11130.52,35.799999,26.48,1501.77,38.189999,2563.254
2016-09-23,25.52,1716.737,11084.59,35.509998,26.290001,1488.39,37.689999,2543.664
2016-09-26,25.24,1701.614,11029.87,35.16,26.08,1471.35,37.23,2517.92
2016-09-27,25.389999,1699.95,11022,35.222,26.08,1462.85,37.619999,2509.202
2016-09-28,25.6,1698.896,11041.19,35.540001,26.496,1475.28,37.990002,2505.446
2016-09-29,25.41,1706.64,11088.01,35.006001,26.261,1479.88,37.360001,2529.536
2016-09-30,25.66,1701.692,11066.55,35.23,26.261,1481.94,37.630001,2521.577
2016-10-03,25.6,1703.014,11074.01,35.110001,26.261,1480.49,37.880001,2522.674
2016-10-04,25.549999,1704.841,11044.21,34.98,26.261,1485.69,37.5,2528.593
2016-10-05,25.75,1701.401,10951.69,35,26.257999,1483.59,38.07,2532.975
2016-10-06,25.77,1694.906,10894.3,34.630001,25.945,1473.61,38.07,2526.873
2016-10-07,25.709999,1688.396,10814.76,34.234001,25.777,1461.76,37.939999,2522.908
2016-10-10,25.799999,1693.306,10853.69,34.279999,25.969999,1469.81,38.200001,2532.081
2016-10-11,25.51,1677.735,10745.06,33.740002,25.48,1449.21,37.490002,2506.248
2016-10-12,25.48,1662.273,10691.97,33.689999,25.469999,1436.27,37.450001,2484.46
2016-10-13,25.360001,1654.368,10691.32,33.639999,25.521999,1425.71,37.220001,2468.178
2016-10-14,25.370001,1664.716,10759.93,33.48,25.559999,1440.61,37.32,2486.635
2016-10-17,25.280001,1656.978,10695.45,33.220001,25.559999,1428.19,37.25,2476.582
2016-10-18,25.459999,1673.799,10786.71,33.529999,25.700001,1447.05,37.91,2505.176
2016-10-19,25.58,1680.403,10835.3,33.720001,25.889999,1451.15,38.110001,2516.48
2016-10-20,25.59,1679.831,10758.49,33.560001,25.798,1449.18,38.060001,2521.301
2016-10-21,25.66,1672.451,10691.35,33.259998,25.587,1441.72,38.07,2515.192
2016-10-24,25.75,1672.932,10699.45,33.049999,25.459999,1443.41,38.259998,2520.442
2016-10-25,25.629999,1670.866,10684.77,32.889999,25.511999,1435.88,38.23,2522.822
2016-10-26,25.66,1672.409,10668.61,32.689999,25.358999,1437.76,37.950001,2526.86
2016-10-27,25.67,1667.177,10623.71,32.669998,25.290001,1438.71,37.66,2519.259
2016-10-28,25.559999,1665.618,10603.14,32.610001,25.15,1435.84,37.450001,2524.381
2016-10-31,25.48,1665.721,10640.12,32.66,25.25,1432.15,37.75,2525.461
2016-11-01,25.360001,1665.306,10641.08,32.519001,25.247,1427.87,37.470001,2523.729
2016-11-02,25.18,1655.894,10593.66,32.389999,25.108,1420.64,37.040001,2504.862
2016-11-03,25.049999,1652.605,10556.32,32.34,25.108,1416.93,36.950001,2503.929
2016-11-04,24.98,1639.258,10520.29,32.209999,24.85,1409.36,36.560001,2481.348
2016-11-07,25.52,1647.752,10567.77,32.5,24.950001,1419.78,37.799999,2497.314
2016-11-08,25.549999,1652.933,10614.64,32.580002,25.16,1426.45,37.98,2508.836
2016-11-09,26.02,1636.067,10495.1,32.759998,25.334999,1433.94,36.98,2485.38
2016-11-10,26.190001,1645.699,10377.51,32.41,24.875,1420.69,35.91,2517.246
2016-11-11,26.18,1640.05,10295.1,32.029999,24.469,1412.03,35.25,2512.829
2016-11-14,26.33,1627.387,10176.93,31.745001,23.989,1397.39,35.080002,2499.953
2016-11-15,26.549999,1629.808,10223.31,31.860001,24.422001,1402.29,35.740002,2503.853
2016-11-16,26.469999,1624.346,10213.26,31.589001,24.24,1392.25,35.450001,2494.639
2016-11-17,26.59,1632.656,10279.73,31.74,24.280001,1400.85,35.459999,2504.914
2016-11-18,26.6,1614.165,10212.96,31.48,24.23,1382.41,35.380001,2472.917
2016-11-21,26.790001,1625.142,10258.52,31.708,24.49,1392.89,35.73,2493.12
2016-11-22,26.780001,1625.778,10257.75,31.726999,24.525,1391.88,36.119999,2501.364
2016-11-23,26.84,1615.715,10256.04,31.622999,24.558001,1383.46,35.77,2486.032
2016-11-25,26.93,1634.444,10343.15,31.950001,24.629999,1400.05,35.959999,2510.36
2016-11-28,26.68,1628.233,10356.35,31.790001,24.66,1386.31,36.139999,2498.54
2016-11-29,26.67,1631.614,10396.98,31.950001,24.690001,1394.8,36.16,2501.747
2016-11-30,26.889999,1629.671,10384.33,31.9,24.620001,1398.61,36.220001,2502.348
2016-12-01,26.91,1630.994,10336.62,31.698999,24.59,1395.19,35.810001,2517.864
2016-12-02,26.889999,1630.609,10353.89,31.84,24.629999,1395.45,35.77,2521.131
2016-12-05,27.08,1637.159,10385.07,32.02,24.959999,1411.92,36.009998,2533.342
2016-12-06,27.17,1653.06,10441.46,32.060001,24.93,1424.7,36.16,2570.963
2016-12-07,27.48,1672.713,10495.69,32.200001,25.212999,1444.57,36.700001,2614.657
2016-12-08,27.59,1675.186,10493.88,31.83,25.221001,1441.49,36.869999,2624.634
2016-12-09,27.73,1677.889,10551.18,32.380001,25.25,1444.72,36.700001,2621.68
2016-12-12,27.629999,1681.669,10558.2,32.27,25.290001,1448.41,36.400002,2626.449
2016-12-13,27.77,1698.422,10634.77,32.650002,25.445999,1468.32,36.77,2648.918
2016-12-14,27.530001,1695.912,10618.45,32.189999,25.07,1462.8,35.709999,2644.322
2016-12-15,27.66,1664.361,10384.79,32.099998,24.9,1442.51,35.869999,2598.839
2016-12-16,27.610001,1668.598,10384.98,32.209999,24.879999,1451.52,35.650002,2605.698
2016-12-19,27.65,1674.447,10416.75,32.18,24.83,1448.86,35.41,2606.544
2016-12-20,27.77,1670.705,10415.85,32.240002,24.889999,1447.83,35.299999,2602.208
2016-12-21,27.73,1674.079,10435.41,32.060001,24.551001,1452.18,35.189999,2607.953
2016-12-22,27.68,1674.364,10421.13,32.029999,24.483,1452.21,34.860001,2607.402
2016-12-23,27.719999,1674.559,10417.2,32.130001,24.530001,1453.34,35.029999,2607.46
2016-12-27,26.940001,1672.287,10435.19,32.34,24.511,1454.68,35.200001,2600.763
2016-12-28,26.709999,1669.416,10412.2,32.110001,24.530001,1450.15,35.419998,2594.909
2016-12-29,26.66,1675.295,10485.28,32.27,24.653,1458.15,35.970001,2601.175
2016-12-30,26.58,1684.002,10545.01,32.419998,24.809999,1471.08,35.779999,2614.565
2017-01-03,26.83,1676.931,10521.61,32.549999,24.870001,1465.15,36.169998,2610.954
2017-01-04,27.049999,1698.873,10607.69,32.689999,25.200001,1476.38,36.5,2651.29
2017-01-05,27.01,1721.775,10731.6,33.150002,25.690001,1495.1,36.880001,2682.847
2017-01-06,27.1,1713.869,10705.55,32.869999,25.379999,1491.18,36.73,2668.017
2017-01-09,26.98,1708.564,10696.31,32.790001,25.360001,1480.84,36.669998,2654.087
2017-01-10,26.950001,1714.763,10727.59,32.799,25.440001,1487.65,36.869999,2661.728
2017-01-11,27.049999,1703.197,10681.57,32.790001,25.59,1473.99,37.189999,2644.478
2017-01-12,26.969999,1722.242,10770.99,32.563999,25.690001,1490.3,37.279999,2676.136
2017-01-13,27.049999,1727.828,10793.93,32.759998,25.725,1500.41,37.240002,2684.825
2017-01-17,26.860001,1722.216,10818.55,32.849998,25.77,1495.32,37.200001,2675.982
2017-01-18,26.85,1725.014,10818.32,32.59,25.610001,1497.94,37.060001,2677.765
2017-01-19,26.799999,1712.225,10728.44,32.543999,25.57,1485.37,36.959999,2657.249
2017-01-20,26.84,1719.583,10768.56,32.5,25.68,1497.49,37.02,2670.16
2017-01-23,26.709999,1723.678,10792.14,32.720001,25.82,1496.7,37.529999,2674.624
2017-01-24,26.950001,1725.338,10865.91,32.599998,26.040001,1502.12,37.799999,2675.39
2017-01-25,27.200001,1741.705,10893.41,32.82,26.309999,1519.8,38.130001,2704.226
2017-01-26,27.16,1739.528,10868.31,32.691002,26.200001,1512.89,37.970001,2701.025
2017-01-27,27.09,1741.725,10906.15,32.674999,26.193001,1513.06,38.009998,2700.781
2017-01-30,26.860001,1730.404,10850.99,32.459999,26,1495.17,37.82,2678.328
2017-01-31,26.83,1732.377,10909.28,32.654999,26.110001,1501.03,37.84,2677.893
2017-02-01,26.860001,1734.659,10893.41,32.720001,26.27,1506.45,37.919998,2684.05
2017-02-02,26.84,1736.421,10941.65,32.599998,26.24,1508.11,38.049999,2684.281
2017-02-03,27.129999,1741.842,10976.59,32.674,26.309999,1514.33,38.290001,2692.083
2017-02-06,27.049999,1730.56,10900.64,32.505001,26.17,1497.39,38.200001,2673.624
2017-02-07,27.01,1727.462,10935.56,32.650002,26.200001,1494.1,38.060001,2663.221
2017-02-08,26.98,1737.66,11005.8,32.849998,26.268999,1501.23,38.360001,2675.858
2017-02-09,27.17,1734.2,11017.52,33,26.351,1507.57,38.560001,2671.32
2017-02-10,27.26,1741.285,11035.21,33.09,26.528999,1504.46,38.91,2682.778
2017-02-13,27.450001,1749.061,11043.14,33.18,26.540001,1513.14,39.060001,2696.733
2017-02-14,27.629999,1737.952,11011.45,33.080002,26.42,1507.33,39.119999,2685.931
2017-02-15,27.799999,1749.001,11058.96,33.080002,26.620001,1513.93,39.41,2705.684
2017-02-16,27.75,1759.386,11109.54,33.119999,26.610001,1521.89,39.299999,2717.742
2017-02-17,27.74,1754.94,11131.39,33.080002,26.52,1516.42,39.169998,2699.62
2017-02-21,27.93,1753.949,11101.96,33.209999,26.59,1515.43,39.490002,2699.889
2017-02-22,27.82,1757.431,11131.34,33.310001,26.540001,1516.42,39.59,2701.012
2017-02-23,27.809999,1764.171,11205.54,33.380001,26.620001,1521.23,39.610001,2709.683
2017-02-24,27.780001,1750.515,11140.17,33.308998,26.339001,1506.42,39.189999,2684.709
2017-02-27,27.84,1749.634,11147.19,33.299999,26.23,1510.34,39.029999,2680.444
2017-02-28,27.73,1753.089,11131.83,33.360001,26.24,1514.95,38.689999,2687.649
2017-03-01,28.17,1760.147,11121.52,33.549999,26.5,1527.72,39.310001,2705.271
2017-03-02,27.940001,1758.481,11107.64,33.459999,26.389999,1523.41,38.610001,2702.862
2017-03-03,28,1757.253,11069.56,33.380001,26.389999,1527.4,38.939999,2706.332
2017-03-06,27.9,1757.412,11096.11,33.326,26.25,1524.46,39,2705.677
2017-03-07,27.790001,1752.68,11090.15,33.07,26.190001,1518.14,39.049999,2699.393
2017-03-08,27.700001,1746.181,11053.19,33,26.120001,1515.55,38.66,2690.105
2017-03-09,27.75,1747.855,11024.05,33.16,26.120001,1519.97,38.330002,2695.486
2017-03-10,27.82,1763.902,11094.32,33.400002,26.290001,1532.2,38.650002,2720.42
2017-03-13,27.83,1772.27,11143.06,33.380001,26.370001,1539.75,39.139999,2731.788
2017-03-14,27.700001,1765.059,11103.3,33.259998,26.16,1531.24,38.919998,2713.749
2017-03-15,27.91,1768.552,11133.24,33.279999,26.629999,1535.9,39.830002,2721.599
2017-03-16,27.889999,1796.799,11283.88,33.84,26.82,1562.29,40.099998,2766.133
2017-03-17,27.790001,1798.963,11298.81,33.970001,26.797001,1565.51,40.060001,2767.045
2017-03-20,27.700001,1799.116,11306.16,33.868,26.84,1564.31,40.450001,2764.475
2017-03-21,27.27,1800.328,11301.19,33.880001,26.75,1564.52,39.959999,2769.03
2017-03-22,27.309999,1784.8,11267.26,33.799999,26.76,1556.85,40.080002,2739.444
2017-03-23,27.290001,1792.996,11324.56,33.963001,26.809,1567.32,40.099998,2751.676
2017-03-24,27.280001,1797.676,11334.25,34.049999,26.84,1567,40.209999,2755.934
2017-03-27,27.23,1797.835,11366.62,34.189999,26.870001,1572.26,40.09,2755.148
2017-03-28,27.469999,1812.064,11411.03,34.169998,27.01,1579.7,40.189999,2781.646
2017-03-29,27.52,1802.027,11383.82,34.169998,26.921,1568.05,40.25,2762.737
2017-03-30,27.620001,1802.11,11420,34.099998,27.030001,1573.66,40.02,2763.346
2017-03-31,27.530001,1792.976,11390.02,34.199001,27.049,1570.11,39.720001,2748.438
2017-04-03,27.469999,1786.035,11368.91,34.119999,26.9,1556.22,40.029999,2731.35
2017-04-04,27.5,1786.666,11379.36,34.259998,27.040001,1560.92,40.119999,2729.319
2017-04-05,27.370001,1785.577,11395.44,34.110001,26.955,1560.74,40.049999,2725.791
2017-04-06,27.49,1780.445,11399.27,34.060001,26.99,1562.34,39.98,2718.734
2017-04-07,27.43,1780.112,11390.58,34.105,27,1558.65,39.970001,2715.746
2017-04-10,27.459999,1780.166,11392.79,34.115002,27.040001,1555.63,39.779999,2716.233
2017-04-11,27.4,1786.974,11419.39,34.380001,27.16,1559.64,39.82,2726.298
2017-04-12,27.25,1785.399,11477.42,34.59,27.174999,1560.77,39.959999,2718.776
2017-04-13,27.030001,1779.862,11474.22,34.580002,26.98,1555.73,39.75,2704.531
2017-04-17,27.309999,1787.577,11526.92,34.779999,27.1,1562.42,40.09,2715.803
2017-04-18,27.190001,1774.471,11465.34,34.799999,26.811001,1548.39,39.619999,2695.253
2017-04-19,27.139999,1774.806,11435.32,34.689999,26.722,1553.69,39.330002,2696.987
2017-04-20,27.34,1783.666,11481.93,34.939999,26.896,1564.47,39.740002,2713.504
2017-04-21,27.24,1780.769,11438.82,34.880001,26.879999,1553.43,39.700001,2711.572
2017-04-24,27.59,1825.772,11607.54,35.560001,27.370001,1612.08,40.16,2791.021
2017-04-25,27.809999,1836.108,11635.17,35.715,27.389999,1624.95,40.450001,2808.747
2017-04-26,27.799999,1839.04,11635.54,35.639999,27.370001,1624.92,40.299999,2813.307
2017-04-27,27.790001,1835.956,11609.92,35.740002,27.110001,1618.84,40.169998,2800.504
2017-04-28,27.74,1833.698,11608.95,35.728001,27.360001,1619.06,40.34,2798.027
2017-05-01,27.790001,1838.76,11635.85,35.77,27.434999,1621.24,40.5,2805.728
2017-05-02,27.799999,1846.514,11699.18,36.169998,27.48,1630.41,40.700001,2816.962
2017-05-03,27.790001,1844.034,11689.24,36.07,27.348,1631.4,40.41,2811.574
2017-05-04,27.73,1853.242,11709.43,36.299999,27.469999,1648.21,39.98,2825.085
2017-05-05,27.889999,1864.913,11765.25,36.549999,27.83,1665.72,40.209999,2845.447
2017-05-08,27.91,1866.941,11769.01,36.389999,27.629999,1655.36,39.959999,2845.712
2017-05-09,27.860001,1860.667,11753.66,36.439999,27.639999,1656.6,40.41,2829.905
2017-05-10,27.940001,1862.795,11761.79,36.439999,27.73,1656.11,40.73,2833.778
2017-05-11,27.85,1858.523,11714.15,36.310001,27.700001,1647.69,40.709999,2826.454
2017-05-12,27.790001,1867.96,11752.76,36.441002,27.704,1661.29,40.93,2837.8
2017-05-15,27.93,1874.573,11805.21,36.630001,27.958,1671.17,41.310001,2851.375
2017-05-16,27.93,1889.464,11856.14,36.959999,28.23,1687.37,41.349998,2869.751
2017-05-17,27.32,1884.268,11816.78,36.748001,27.91,1677.27,40.73,2857.706
2017-05-18,27.379999,1868.752,11786.29,36.790001,27.892,1664.88,39.98,2828.759
2017-05-19,27.620001,1882.75,11870.39,37.189999,28.150999,1684.6,40.689999,2852.821
2017-05-22,27.74,1893.335,11933.8,37.290001,28.26,1690.95,40.68,2865.761
2017-05-23,27.82,1892.434,11946.67,37.275002,28.01,1691.76,40.66,2865.045
2017-05-24,27.83,1887.639,11941.35,37.264999,28.1,1686.28,40.799999,2856.287
2017-05-25,27.83,1892.434,11986.75,37.25,28.059999,1689.49,41.009998,2860.089
2017-05-26,27.84,1885.368,11965.89,37.25,28,1681.4,41.110001,2843.868
2017-05-30,27.76,1883.315,11955.54,37.195,28.09,1676.82,41.040001,2836.9
2017-05-31,27.67,1890.056,12009.22,37.325001,28.120001,1685.15,40.740002,2840.779
2017-06-01,27.940001,1894.621,12055.14,37.599998,28.348,1689.06,41.040001,2845.27
2017-06-02,27.959999,1916.37,12120.51,37.84,28.59,1700.41,41.169998,2875.59
2017-06-05,27.93,1911.408,12106.64,37.720001,28.52,1695.24,41.169998,2863.259
2017-06-06,27.870001,1904.453,12093.69,37.43,28.33,1686.14,41.200001,2856.709
2017-06-07,27.870001,1903.873,12078.53,37.535,28.450001,1684.47,41.169998,2858.373
2017-06-08,27.92,1894.491,12027.71,37.169998,28.450001,1678.19,41.25,2852.334
2017-06-09,28.09,1892.971,12031.22,36.880001,28.360001,1678.61,40.970001,2850.651
2017-06-12,28.15,1886.336,11970.4,36.744999,28.174999,1665.65,40.82,2847.159
2017-06-13,28.290001,1895.767,12077.57,37.201,28.52,1674.77,41.009998,2859.063
2017-06-14,28.200001,1905.827,12148.44,37.240002,28.379999,1679.87,40.98,2868.281
2017-06-15,28.08,1877.044,12028.88,36.950001,28.059,1655.4,40.619999,2823.159
2017-06-16,28.1,1892.928,12106.86,37.310001,28.4,1673.42,40.75,2844.783
2017-06-19,28.309999,1901.798,12168.39,37.48,28.67,1683.41,41.02,2856.086
2017-06-20,28.02,1887.761,12068.26,37.150002,28.120001,1665.07,40.529999,2829.709
2017-06-21,27.940001,1882.649,12016.13,36.849998,27.950001,1664.1,40.43,2820.011
2017-06-22,27.940001,1886.031,12039.37,36.869999,27.99,1666.28,40.580002,2826.674
2017-06-23,27.99,1889.225,12065.21,36.900002,28.15,1668.6,40.73,2830.232
2017-06-26,28.02,1894.497,12090.54,36.990002,28.065001,1675.53,41.16,2837.169
2017-06-27,27.92,1892.877,12077.62,36.849998,28,1675.46,40.73,2841.363
2017-06-28,28.190001,1901.146,12138.7,37.060001,28.280001,1686.07,40.970001,2861.638
2017-06-29,28.07,1895.747,12120.62,36.470001,27.975,1672.85,40.509998,2864.303
2017-06-30,28.120001,1883.192,12061.48,36.630001,28.129999,1663.22,40.830002,2842.884
2017-07-03,28.309999,1887.674,12024.49,36.48,28.059999,1676.06,41.02,2859.571
2017-07-05,28.280001,1883.597,11988.07,36.25,28.059999,1667.85,40.950001,2853.745
2017-07-06,27.99,1882.566,11982.03,36.07,28,1667.91,40.5,2857.233
2017-07-07,28.1,1874.104,11963.96,36.049999,28.030001,1664.56,40.610001,2843.623
2017-07-10,28.120001,1880.447,11989.81,36.150002,28.139999,1670.29,40.900002,2851.283
2017-07-11,28.08,1878.376,11954.17,35.919998,28.129999,1664.03,41.189999,2849.072
2017-07-12,28.24,1900.879,12055.64,36.25,28.450001,1690.09,41.970001,2879.206
2017-07-13,28.35,1904.886,12118.32,36.400002,28.52,1692.89,42.09,2884.139
2017-07-14,28.440001,1918.742,12203.21,36.610001,28.665001,1702.14,42.52,2901.902
2017-07-17,28.43,1920.249,12216.68,36.700001,28.679001,1705.18,42.299999,2903.783
2017-07-18,28.4,1921.051,12244.59,36.66,28.584,1701.99,42.369999,2902.832
2017-07-19,28.540001,1926.131,12310.41,36.764999,28.811001,1705.82,42.779999,2909.651
2017-07-20,28.5,1937.822,12366.78,37.040001,28.910999,1716.7,42.689999,2925.781
2017-07-21,28.459999,1927.65,12345.44,36.950001,28.76,1702.34,42.599998,2909.812
2017-07-24,28.440001,1919.963,12316.5,36.790001,28.68,1696.08,42.759998,2900.356
2017-07-25,28.620001,1925.717,12333.38,36.772999,28.851,1706.43,42.689999,2914.897
2017-07-26,28.58,1929.374,12326.54,36.959999,28.993,1710.3,43,2920.307
2017-07-27,28.549999,1936.449,12391.54,36.959999,28.912001,1713.15,42.779999,2926.669
2017-07-28,28.540001,1931.73,12374.04,37.032001,28.92,1707.81,42.939999,2924.915
2017-07-31,28.57,1936.91,12376.18,37.150002,28.91,1712.13,43.009998,2936.659
2017-08-01,28.610001,1953.099,12450.25,37.470001,29.15,1725.84,43.189999,2963.019
2017-08-02,28.620001,1952.51,12443.35,37.380001,29.129999,1725.34,43.290001,2963.363
2017-08-03,28.469999,1955.39,12452.69,37.449001,29.15,1730.32,43.130001,2965.065
2017-08-04,28.549999,1947.622,12396.07,37.459999,29.18,1728.34,43.240002,2950.873
2017-08-07,28.530001,1953.731,12389.17,37.349998,29.195,1732.49,43.580002,2961.619
2017-08-08,28.469999,1948.235,12369.2,37.02,29.08,1727.28,43.52,2955.581
2017-08-09,28.43,1937.937,12332.13,37.169998,28.922001,1715.22,43.279999,2939.262
2017-08-10,28.01,1927.409,12282.77,36.75,28.573,1698.54,42.279999,2919.916
2017-08-11,28.030001,1916.651,12229.82,36.799999,28.509001,1687.02,42.41,2899.044
2017-08-14,28.280001,1924.358,12305.9,37,28.75,1703.69,42.779999,2911.791
2017-08-15,28.27,1918.817,12263.65,36.950001,28.68,1695.87,42.75,2902.028
