"","Date","FSPCX","FNCL","KIE","NASDAQ","VIT","DJI","GSPC","IXIC","RUA","XOI","XIC","MID","SML","VGT","VIGAX","XHE","XLV","RYH","ARKG","FBT","TFSIX"
"2",16073,0.000443921595625341,0.00577710060433168,-0.00274616109713088,-0.00269720888569225,-0.000210413380391294,0.00174047196902904,-0.000333020328278977,-0.00269720888569225,0.00035504807765907,-0.00331360423630578,-0.00269720888569225,0.00416982432296908,0.00420544901957154,-0.00339101709496159,-0.00253162585140432,0.0064741983888057,0.00235523256218872,0.00363862859377662,-0.00149365225678366,-0.0056290399455925,-0.00416543297906324
"3",16076,-0.00385405167027919,0.00115137220258488,-0.00242934766122405,-0.00442175974517944,-0.00263338231147348,-0.00272932240531176,-0.00251492693317079,-0.00442175974517944,-0.00323642612920949,0.000777031733048439,-0.00442175974517944,-0.00644613007790351,-0.00862721002907652,-0.00283462971141635,-0.00380952841666771,0.00118454771822707,-0.00417081040296452,-0.0033652767371688,-0.000997058930981343,-0.00333447217260741,-0.00119331756404195
"4",16077,0.00237347685966505,0.00115008638323744,0.00388412846487896,0.00955630043864453,0.00641331129294809,0.00642311460315703,0.0060633451825538,0.00955630043864453,0.00662564094671136,0.0109300388029432,0.00955630043864453,0.00854317170660046,0.00870293815601109,0.0100548664438964,0.0076045993852194,0.014755193789326,0.0104845862820886,0.01024252774803,-0.000997904274427253,0.0177046010101538,0.00298056861432672
"5",16078,-0.000148106985911056,0.00229621226035004,-0.000161570148158319,0.00298834234105705,0.000733329889515133,-0.00413408366557988,-0.000212231694765919,0.00298834234105705,9.06844675307994e-05,-0.00540637829479795,0.00298834234105705,0.00144298274781551,-0.00324717157049381,0.00123575818251354,0.00126187185488957,0.0113417377648068,0.00877271769617671,0.009960161347915,-0.0142296185276654,0.0145885599451256,0.00356518500028669
"6",16079,0.00310718593159454,0.00229091360772982,0.00499556284229419,-0.00226391555798067,0.000837454260579129,-0.00109278856123041,0.000348248734820089,-0.00226391555798067,0.00039895623916486,0.001201743613926,-0.00226391555798067,0.00112749167868476,-0.000440813305409016,-0.00472652236292959,-0.00147237380685095,0.00829565102335605,0.00745878093830044,0.00888894741724666,-0.00492424275990233,0.0127140516302919,-0.000593355087318059
"7",16080,-0.00192242573069468,0.000381353682054719,-0.000643174181438333,0.00443651954665647,0.00282112935282264,-0.000468890551523771,0.00230403036309479,0.00443651954665647,0.00305982743645217,0.000181070265492522,0.00443651954665647,0.00674571173429328,0.00321826040674811,0.00180317866957669,0.00357184965466617,0.00532385596829954,0.00388490681288012,0.00494349528059423,0.0126423934151765,0.0202027212006231,-0.00118764859565612
"8",16083,-0.0159645320016315,-0.0134333628859595,-0.016215727985494,-0.0148097159371741,-0.0127055738131903,-0.0109565493766439,-0.0126559664896657,-0.0148097159371741,-0.0128724429922196,-0.0206038478047459,-0.0148097159371741,-0.0143490765483127,-0.0136114395051035,-0.0112099686168543,-0.0147900435263275,-0.0176001992465169,-0.00814025015132014,-0.0108903285347743,0.00100452042600541,-0.0211750110330673,-0.00297524756890066
"9",16084,0.0103240538494953,0.00693110233089023,0.0100846824943672,0.0168078998459471,0.0109302299671601,0.00710475099956653,0.01075987627814,0.0168078998459471,0.011226058415243,0.0101109830913417,0.0168078998459471,0.012115442797155,0.0119277160477456,0.0185023216929503,0.0143704924398289,0.0172208858401945,0.0125366344628972,0.014757462936335,0.0030075210639553,0.0423106163991873,0.00238089391098795
"10",16085,0.00504822167227381,0.0114462142468597,0.00290885799514395,0.0075876150515235,0.0050047440507397,0.00657902053689696,0.0051528891343553,0.0075876150515235,0.00524640666945153,-0.00573114002630959,0.0075876150515235,0.0056818872002049,0.0073662590602348,0.0116687771095636,0.00502307449992623,0.00969104582017133,-0.000877784653239289,-0.00140452974993366,0.000500375291901278,0.0018631759572969,0.0047449673842257
"11",16086,-0.00564382919878259,-0.00532530737384507,-0.00339449136723413,0.000903545791100413,-0.000728294247906547,-0.00394722462843866,-0.0013480283593692,0.000903545791100413,-0.000964102153936608,-0.00139177952077585,0.000903545791100413,-0.00124912036165536,-0.000557747894617044,0.000220912505201731,0,0.00474830337033838,0.00245576335963271,0.00271947185204802,-0.010560771761627,0.0130772357803135,-0.00177666609432992
"12",16087,-0.00477753972902839,-0.00458712586807986,-0.00373101258070152,-0.00501645199621592,-0.00385842282812821,0.00252776166184887,-0.00390278060394866,-0.00501645199621592,-0.00388407054560425,-0.00322783616761235,-0.00501645199621592,-0.00314830219579587,-0.0051096165590474,-0.00598274562012158,-0.00271771876865134,-0.00600156840165145,-0.00105174416265097,-0.000438151157063693,-0.00101168443096,-0.000262462272062614,0.00177666609432992
"13",16091,-0.00389867046373471,0.00344238237348415,-0.00260372805678699,0.0066908835807773,0.00333785647688245,-0.0026843379365129,0.00276991242951219,0.0066908835807773,0.00318061921507873,0.00627505079223933,0.0066908835807773,0.00379155410700793,0.00565227904234877,0.00421385628955573,0.00501145348298948,0.00400501171146939,0.0057707252172694,0.00402344641468844,0.0150680403636176,0.0223270175001851,-0.000591950315951717
"14",16092,-0.0012025707913299,0.00381098007693348,0.0022786630397027,0.00407149530566642,0.00187265974277473,-0.0025070090995758,0.000574699765986786,0.00407149530566642,0.00137033731920599,0.00490238292989709,0.00407149530566642,0.00477079270262859,0.00551559235181109,0.00154797682536412,0.00228858944023802,-0.00137493933447042,0.000871529466929921,0.00217988493140009,-0.00700348052688726,-0.00463203341129059,0
"15",16093,-0.017756062382162,-0.0149457080735735,-0.0175486417854418,-0.00570090397391532,-0.00866441056230016,-0.0108067683381687,-0.00892932453982542,-0.00570090397391532,-0.00864095105482932,-0.00827744047413059,-0.00570090397391532,-0.00851787862438513,-0.00688790422378993,-0.00454022151935174,-0.0073000429232275,-0.0127132936782939,-0.0069930703341754,-0.00734330604375177,-0.00201010122983636,0.00231869223658698,-0.00593814096436684
"16",16094,-0.0252745917552559,-0.021069799704291,-0.027169203823004,-0.0217354716390012,-0.021834434263714,-0.0198431933951362,-0.0210964214964333,-0.0217354716390012,-0.0218092838806268,-0.0226561376337946,-0.0217354716390012,-0.0253964149605403,-0.0232212101172315,-0.021313213417594,-0.0235105608085866,-0.0178941633276155,-0.0237895117368057,-0.0211934243001419,0.00751704867622216,-0.0369587201504968,-0.0137934420780708
"17",16097,-0.00346077113903576,-0.00911085723877703,-0.00306487549526713,-0.0108527632755706,-0.00645023733657357,-0.00259989941789662,-0.0048882215903987,-0.0108527632755706,-0.00617674589936534,-0.00378672798702695,-0.0108527632755706,-0.00883597016373994,-0.0128402357229334,-0.01128793722682,-0.00752932450701538,-0.00867822286379072,-0.00811767791445206,-0.00882176933668966,0.00795628225137701,-0.0218662105058565,-0.00666455056898574
"18",16098,0.0123719533782376,0.0114739539988844,0.0106861674242604,0.00350785206148352,0.00698591680941352,0.00570916570234381,0.00612187539440168,0.00350785206148352,0.00701230741156067,0.00753130287185488,0.00350785206148352,0.00902620069347559,0.00805614591495285,-0.00333085939375444,0.0051690401545299,0.00441327294173188,0.0133143744477424,0.0112385990499959,0.00148468228212506,0.0185228440573066,0.0108826950708911
"19",16099,-0.00922530192138282,-0.0106783692155603,-0.0101747020736078,-0.0114193909595208,-0.0103348854407619,-0.0119853290538838,-0.0102617040053703,-0.0114193909595208,-0.0105885040185498,-0.00353506204850706,-0.0114193909595208,-0.010393750580735,-0.0135941900588232,-0.00936257205743818,-0.0121029572012525,-0.00858480796360395,-0.00915711578690548,-0.00672799141126301,-0.000494682201266805,-0.00564212923251173,-0.00361440163407201
"20",16100,0.0134187849058502,0.0130359341582147,0.0140478061827745,0.0175426668565262,0.0116192161252551,0.00695345322054131,0.0112040442426675,0.0175426668565262,0.0119146964635046,0.00035616593138954,0.0175426668565262,0.0138876232979763,0.0127712594690239,0.0150985062359812,0.0151059625254368,0.0160687138615625,0.0180539714663333,0.0194319424739415,0.0145400930790398,0.0286833629181684,0.00601686532423118
